;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
1141;20250220.031;1;0;EIM000-2520;OP23
1140;20250220.030;1;0;EIM000-2520;OP23
1139;20250220.029;1;0;EIM000-2520;OP23
1138;20250220.028;1;0;EIM000-2520;OP23
1137;20250220.027;1;0;EIM000-2520;OP23
1135;20250220.019;1;0;EIM000-2520;OP23
1134;20250220.018;1;0;EIM000-2520;OP23
1132;20250220.016;1;0;EIM000-2520;OP23
1131;20250220.015;1;0;EIM000-2520;OP23
1126;20250220.010;1;0;EIM000-2520;OP23
1086;20241212.056;1;0;EIM000+2520;OP22
1044;20241211.074;1;0;DIR001+2520;OP22
1038;20241211.051;1;0;DIR001+2520;OP22
1036;20241211.048;1;0;DIR001+2520;OP22
1035;20241211.047;1;0;DIR001+2520;OP22
1034;20241211.046;1;0;DIR001+2520;OP22
1005;20241211.011;1;0;AIM000+2520;OP22
1004;20241211.009;1;0;AIM000+2520;OP22
824;20241203.044;1;0;EIM000+2520;OP22
806;20241203.020;1;0;EIM000+2520;OP22
802;20241203.010;1;0;EIM000+2520;OP22
687;20241127.022;1;0;EIM000+2520;OP22
681;20241127.009;1;0;EIM000+2520;OP22
562;20241119.071;1;0;EIM000+2520;OP22
560;20241119.067;1;0;EIM000+2520;OP22
556;20241119.061;1;0;EIM000+2520;OP22
552;20241119.055;1;0;EIM000+2520;OP22
550;20241119.051;1;0;EIM000+2520;OP22
548;20241119.045;1;0;EIM000+2520;OP22
546;20241119.041;1;0;EIM000+2520;OP22
538;20241119.024;1;0;EIM000+2520;OP22
534;20241119.013;1;0;EIM000+2520;OP22
422;20241112.019;1;0;KJM008+2620;OP22
420;20241112.013;1;0;KJM008+2620;OP22
419;20241112.012;1;0;KJM008+2620;OP22
313;20241105.013;1;0;EIM000+2520;OP22
309;20241105.009;1;0;EIM000+2520;OP22
232;20241024.008;1;0;EIM000+2520;OP22
231;20241024.007;1;0;EIM000+2520;OP22
222;20241023.071;1;0;EIM000+2520;OP22
102;20241010.034;1;0;EIM000+2520;OP22
88;20241009.065;1;0;KJM008+2520;OP22
86;20241009.062;1;0;KJM008+2520;OP22
85;20241009.060;1;0;KJM008+2520;OP22
80;20241009.035;1;0;KJM008+2520;OP22
79;20241009.029;1;0;KJM008+2520;OP22
77;20241009.023;1;0;KJM008+2520;OP22
76;20241009.022;1;0;KJM008+2520;OP22
74;20241009.020;1;0;KJM008+2520;OP22
73;20241009.009;1;0;KJM008+2520;OP22
72;20241009.006;1;0;KJM008+2520;OP22
55;20241001.057;1;0;KJM008+2520;OP22
53;20241001.049;1;0;KJM008+2520;OP22
52;20241001.048;1;0;KJM008+2520;OP22
24;20240926.019;1;0;EIM000+2520;OP22
17;20240926.006;1;0;EIM000+2520;OP22
13;20240925.061;1;0;EJM007+2520;OP22
10;20240925.057;1;0;EJM007+2520;OP22
1993;20250515.049;0;0;EIM000+2520;OP23
1992;20250514.077;0;0;EIM000+2520;OP23
1991;20250514.058;0;0;EIM000+2520;OP23
1990;20250514.033;0;0;EIM000+2520;OP23
1989;20250514.025;0;0;EIM000+2520;OP23
1988;20250514.023;0;0;EIM000+2520;OP23
1986;20250513.045;0;0;EIM000+2520;OP23
1985;20250513.039;0;0;EIM000+2520;OP23
1984;20250513.038;0;0;EIM000+2520;OP23
1983;20250513.036;0;0;EIM000+2520;OP23
1982;20250513.035;0;0;EIM000+2520;OP23
1981;20250513.031;0;0;EIM000+2520;OP23
1980;20250513.019;0;0;EIM000+2520;OP23
1979;20250508.100;0;0;EIM000+2520;OP23
1978;20250508.098;0;0;EIM000+2520;OP23
1977;20250508.097;0;0;EIM000+2520;OP23
1976;20250508.094;0;0;EIM000+2520;OP23
1975;20250429.093;0;0;AIM000+2520;OP23
1974;20250429.080;0;0;AIM000+2520;OP23
1973;20250429.075;0;0;AIM000+2520;OP23
1972;20250429.056;0;0;FTM004+2520;OP23
1971;20250429.040;0;0;FTM004+2520;OP23
1970;20250429.039;0;0;FTM004+2520;OP23
1969;20250429.038;0;0;FTM004+2520;OP23
1968;20250429.035;0;0;FTM004+2520;OP23
1967;20250429.008;0;0;FTM004+2520;OP23
1966;20250424.077;0;0;EIM000+2614;OP23
1965;20250424.075;0;0;EIM000+2614;OP23
1964;20250424.074;0;0;EIM000+2614;OP23
1963;20250424.073;0;0;EIM000+2614;OP23
1962;20250424.071;0;0;EIM000+2614;OP23
1961;20250424.070;0;0;EIM000+2614;OP23
1960;20250424.069;0;0;EIM000+2614;OP23
1959;20250424.068;0;0;EIM000+2614;OP23
1958;20250424.067;0;0;EIM000+2614;OP23
1957;20250424.066;0;0;EIM000+2614;OP23
1956;20250424.064;0;0;EIM000+2614;OP23
1955;20250424.063;0;0;EIM000+2614;OP23
1954;20250424.062;0;0;EIM000+2614;OP23
1953;20250424.058;0;0;EIM000+2614;OP23
1952;20250424.056;0;0;EIM000+2614;OP23
1951;20250424.055;0;0;EIM000+2614;OP23
1950;20250424.053;0;0;EIM000+2614;OP23
1949;20250424.052;0;0;EIM000+2614;OP23
1947;20250424.048;0;0;EIM000+2614;OP23
1946;20250424.044;0;0;KTM000+2520;OP23
1945;20250424.042;0;0;KTM000+2590;OP23
1944;20250424.041;0;0;KTM000+2520;OP23
1943;20250424.039;0;0;KTM000+2590;OP23
1942;20250424.037;0;0;KTM000+2590;OP23
1941;20250424.036;0;0;KTM000+2590;OP23
1940;20250424.034;0;0;KTM000+2590;OP23
1939;20250424.033;0;0;KTM000+2590;OP23
1938;20250424.031;0;0;KTM000+2590;OP23
1937;20250424.030;0;0;KTM000+2590;OP23
1936;20250424.029;0;0;KTM000+2590;OP23
1935;20250424.026;0;0;KTM000+2590;OP23
1934;20250424.025;0;0;KTM000+2590;OP23
1933;20250424.024;0;0;KTM000+2590;OP23
1932;20250424.023;0;0;KTM000+2590;OP23
1931;20250424.021;0;0;KTM000+2590;OP23
1930;20250424.020;0;0;KTM000+2590;OP23
1929;20250424.019;0;0;KTM000+2590;OP23
1928;20250424.018;0;0;KTM000+2590;OP23
1927;20250424.017;0;0;KTM000+2590;OP23
1926;20250424.016;0;0;KTM000+2590;OP23
1925;20250424.015;0;0;KTM000+2590;OP23
1924;20250424.014;0;0;KTM000+2590;OP23
1923;20250424.013;0;0;KTM000+2520;OP23
1922;20250424.012;0;0;KTM000+2520;OP23
1921;20250424.011;0;0;KTM000+2520;OP23
1920;20250424.006;0;0;KTM000+2520;OP23
1919;20250423.015;0;0;FMM002+1800;OP23
1918;20250423.014;0;0;FMM002+1800;OP23
1917;20250416.071;0;0;DKJ000+2520;OP23
1916;20250416.067;0;0;DKJ000+2520;OP23
1915;20250416.053;0;0;DKJ000+2520;OP23
1914;20250416.045;0;0;DKJ000+2520;OP23
1913;20250416.038;0;0;DKJ000+2520;OP23
1912;20250416.026;0;0;DKJ000+2520;OP23
1911;20250416.020;0;0;DKJ000+2520;OP23
1910;20250416.018;0;0;DKJ000+2520;OP23
1909;20250415.045;0;0;XIM001+2485;OP23
1908;20250410.059;0;0;UFM000+1800;OP23
1907;20250410.058;0;0;UFM000+1800;OP23
1906;20250410.057;0;0;UFM000+1800;OP23
1905;20250410.056;0;0;UFM000+1800;OP23
1904;20250410.055;0;0;UFM000+1800;OP23
1903;20250410.054;0;0;UFM000+1800;OP23
1902;20250410.053;0;0;UFM000+1800;OP23
1901;20250410.052;0;0;UFM000+1800;OP23
1900;20250410.050;0;0;UFM000+1815;OP23
1899;20250410.049;0;0;UFM000+1815;OP23
1898;20250410.048;0;0;UFM000+1815;OP23
1897;20250410.047;0;0;UFM000+1815;OP23
1896;20250410.046;0;0;UFM000+1815;OP23
1893;20250409.097;0;0;EGM000+2520;OP23
1892;20250409.095;0;0;EGM000+2520;OP23
1891;20250409.094;0;0;EGM000+2520;OP23
1890;20250409.091;0;0;EGM000+2520;OP23
1889;20250409.090;0;0;EGM000+2520;OP23
1888;20250409.089;0;0;EGM000+2520;OP23
1887;20250409.088;0;0;EGM000+2520;OP23
1886;20250409.087;0;0;EGM000+2520;OP23
1885;20250409.086;0;0;EGM000+2520;OP23
1879;20250409.079;0;0;EIM000+2520;OP23
1878;20250409.078;0;0;EIM000+2520;OP23
1877;20250409.076;0;0;EEM001+2520;OP23
1876;20250409.075;0;0;EEM001+2520;OP23
1875;20250409.072;0;0;EEM001+2520;OP23
1874;20250409.071;0;0;EEM001+2520;OP23
1873;20250409.070;0;0;EEM001+2520;OP23
1872;20250409.069;0;0;DBM000+2520;OP23
1871;20250409.068;0;0;DBM000+2520;OP23
1870;20250409.062;0;0;DBM000+2520;OP23
1869;20250409.061;0;0;DBM000+2520;OP23
1868;20250409.058;0;0;DBM000+2520;OP23
1867;20250409.057;0;0;DBM000+2520;OP23
1866;20250409.056;0;0;DBM000+2520;OP23
1865;20250409.055;0;0;DBM000+2520;OP23
1864;20250409.053;0;0;DBM000+2520;OP23
1863;20250409.052;0;0;DBM000+2520;OP23
1862;20250409.050;0;0;DBM000+2520;OP23
1861;20250409.048;0;0;DBM000+2520;OP23
1860;20250409.047;0;0;DBM000+2520;OP23
1859;20250409.046;0;0;DBM000+2520;OP23
1858;20250409.045;0;0;DBM000+2520;OP23
1857;20250409.043;0;0;DBM000+2520;OP23
1856;20250409.042;0;0;DBM000+2520;OP23
1855;20250409.041;0;0;DBM000+2520;OP23
1854;20250409.040;0;0;DBM000+2520;OP23
1853;20250409.039;0;0;DBM000+2520;OP23
1852;20250409.038;0;0;DBM000+2520;OP23
1851;20250409.036;0;0;DBM000+2520;OP23
1850;20250409.035;0;0;DBM000+2520;OP23
1849;20250409.033;0;0;DBM000+2520;OP23
1848;20250409.032;0;0;DBM000+2520;OP23
1847;20250409.031;0;0;DBM000+2520;OP23
1846;20250409.030;0;0;DBM000+2520;OP23
1845;20250409.029;0;0;DBM000+2520;OP23
1844;20250409.028;0;0;DBM000+2520;OP23
1842;20250409.026;0;0;DBM000+2520;OP23
1841;20250409.025;0;0;DBM000+2520;OP23
1840;20250409.024;0;0;DBM000+2520;OP23
1839;20250409.023;0;0;DBM000+2520;OP23
1838;20250409.022;0;0;DBM000+2520;OP23
1837;20250409.021;0;0;DBM000+2520;OP23
1836;20250409.020;0;0;DBM000+2520;OP23
1835;20250409.018;0;0;DBM000+2520;OP23
1834;20250409.017;0;0;DBM000+2520;OP23
1833;20250409.016;0;0;DBM000+2520;OP23
1832;20250409.015;0;0;ECM003+2520;OP23
1831;20250409.013;0;0;ECM003+2520;OP23
1830;20250409.012;0;0;ECM003+2520;OP23
1829;20250409.011;0;0;ECM003+2520;OP23
1828;20250409.010;0;0;ECM003+2520;OP23
1827;20250409.009;0;0;ECM003+2520;OP23
1826;20250409.008;0;0;ECM003+2520;OP23
1825;20250409.007;0;0;ECM003+2520;OP23
1802;20250408.032;0;0;DAM005+1800;OP23
1801;20250408.015;0;0;DAM005+1800;OP23
1800;20250408.014;0;0;DAM005+1800;OP23
1799;20250408.013;0;0;DAM005+1800;OP23
1798;20250408.012;0;0;DAM005+1800;OP23
1787;20250403.070;0;0;EIM000+2520;OP23
1783;20250403.066;0;0;EIM000+2520;OP23
1782;20250403.065;0;0;EIM000+2520;OP23
1778;20250403.061;0;0;EIM000+2520;OP23
1758;20250403.037;0;0;EIM000+2520;OP23
1748;20250403.026;0;0;KJM008+2520;OP23
1747;20250403.025;0;0;KJM008+2520;OP23
1746;20250403.024;0;0;KJM008+2520;OP23
1745;20250403.023;0;0;KJM008+2520;OP23
1744;20250403.022;0;0;KJM008+2520;OP23
1743;20250403.021;0;0;KJM008+2520;OP23
1742;20250403.020;0;0;KJM008+2520;OP23
1741;20250403.019;0;0;KJM008+2520;OP23
1740;20250403.018;0;0;KJM008+2520;OP23
1739;20250403.017;0;0;KJM008+2520;OP23
1738;20250403.016;0;0;KJM008+2520;OP23
1737;20250403.015;0;0;KJM008+2520;OP23
1736;20250403.014;0;0;KJM008+2520;OP23
1735;20250402.096;0;0;KJM008+2620;OP23
1734;20250402.095;0;0;KJM008+2620;OP23
1733;20250402.094;0;0;KJM008+2620;OP23
1732;20250402.093;0;0;KJM008+2620;OP23
1731;20250402.092;0;0;KJM008+2620;OP23
1730;20250402.091;0;0;KJM008+2620;OP23
1729;20250402.089;0;0;KJM008+2620;OP23
1728;20250402.087;0;0;KJM008+2620;OP23
1727;20250402.086;0;0;KJM008+2620;OP23
1726;20250402.085;0;0;KJM008+2620;OP23
1725;20250402.084;0;0;KJM008+2620;OP23
1724;20250402.083;0;0;KJM008+2620;OP23
1723;20250402.082;0;0;KJM008+2620;OP23
1722;20250402.081;0;0;KJM008+2520;OP23
1721;20250402.080;0;0;KJM008+2520;OP23
1720;20250402.079;0;0;KJM008+2520;OP23
1719;20250402.078;0;0;KJM008+2520;OP23
1718;20250402.077;0;0;KJM008+2520;OP23
1717;20250402.076;0;0;KJM008+2620;OP23
1716;20250402.075;0;0;KJM008+2520;OP23
1715;20250402.074;0;0;KJM008+2520;OP23
1714;20250402.073;0;0;KJM008+2620;OP23
1713;20250402.072;0;0;KJM008+2520;OP23
1712;20250402.071;0;0;KJM008+2520;OP23
1711;20250402.068;0;0;KJM008+2520;OP23
1710;20250402.067;0;0;KJM008+2520;OP23
1709;20250402.066;0;0;KJM008+2520;OP23
1708;20250402.065;0;0;KJM008+2520;OP23
1707;20250402.064;0;0;KJM008+2520;OP23
1706;20250402.063;0;0;KJM008+2520;OP23
1705;20250402.062;0;0;KJM008+2520;OP23
1704;20250402.061;0;0;KJM008+2520;OP23
1703;20250402.060;0;0;KJM008+2520;OP23
1702;20250402.059;0;0;KJM008+2520;OP23
1701;20250402.057;0;0;KJM008+2520;OP23
1700;20250402.054;0;0;KJM008+2520;OP23
1699;20250402.053;0;0;KJM008+2520;OP23
1696;20250402.047;0;0;KJM008+2520;OP23
1693;20250402.043;0;0;KJM008+2520;OP23
1690;20250402.040;0;0;KJM008+2520;OP23
1689;20250402.039;0;0;KJM008+2520;OP23
1688;20250402.038;0;0;KJM008+2520;OP23
1687;20250402.037;0;0;KJM008+2520;OP23
1686;20250402.036;0;0;KJM008+2520;OP23
1685;20250402.034;0;0;KJM008+2520;OP23
1683;20250402.032;0;0;KJM008+2520;OP23
1682;20250402.030;0;0;KJM008+2520;OP23
1681;20250402.028;0;0;KJM008+2520;OP23
1680;20250402.027;0;0;KJM008+2520;OP23
1679;20250402.026;0;0;KJM008+2520;OP23
1678;20250402.024;0;0;KJM008+2520;OP23
1677;20250402.023;0;0;KJM008+2520;OP23
1676;20250402.021;0;0;KJM008+2520;OP23
1675;20250402.020;0;0;KJM008+2520;OP23
1674;20250402.019;0;0;KJM008+2520;OP23
1673;20250402.018;0;0;KJM008+2520;OP23
1672;20250402.016;0;0;KJM008+2520;OP23
1671;20250402.015;0;0;KJM008+2520;OP23
1670;20250402.014;0;0;KJM008+2520;OP23
1669;20250402.013;0;0;KJM008+2520;OP23
1643;20250401.049;0;0;DBM000+2520;OP23
1642;20250401.045;0;0;DBM000+2520;OP23
1638;20250401.037;0;0;EIM000+2614;OP23
1637;20250401.036;0;0;EIM000+2614;OP23
1636;20250401.035;0;0;EIM000+2614;OP23
1634;20250401.031;0;0;EIM000+2614;OP23
1633;20250401.030;0;0;EIM000+2614;OP23
1622;20250327.069;0;0;EIM000-1800;OP23
1620;20250327.065;0;0;EIM000-1800;OP23
1619;20250327.064;0;0;EIM000-1800;OP23
1618;20250327.046;0;0;FTM000-2620;OP23
1617;20250327.043;0;0;FTM000-2620;OP23
1616;20250327.042;0;0;FTM000-2620;OP23
1615;20250327.041;0;0;FTM000-2620;OP23
1614;20250327.031;0;0;FTM000-2620;OP23
1613;20250327.027;0;0;FTM000-2620;OP23
1612;20250327.025;0;0;FTM000-2620;OP23
1611;20250327.023;0;0;FTM000-2620;OP23
1610;20250327.018;0;0;FTM000-2620;OP23
1609;20250327.017;0;0;FTM000-2620;OP23
1608;20250327.015;0;0;FTM000-2620;OP23
1607;20250327.013;0;0;FTM000-2620;OP23
1606;20250327.012;0;0;FTM000-2620;OP23
1605;20250327.011;0;0;FTM000-2620;OP23
1604;20250327.008;0;0;FTM000-2620;OP23
1603;20250327.007;0;0;FTM000-2620;OP23
1602;20250327.005;0;0;FTM000-2620;OP23
1601;20250326.111;0;0;KJM008-2620;OP23
1600;20250326.108;0;0;KJM008-2620;OP23
1599;20250326.101;0;0;KJM008-2520;OP23
1598;20250326.100;0;0;KJM008-2520;OP23
1597;20250326.088;0;0;KJM008-2520;OP23
1596;20250326.080;0;0;KJM008-2520;OP23
1595;20250326.073;0;0;EIM000-2520;OP23
1594;20250326.071;0;0;EIM000-2520;OP23
1593;20250326.070;0;0;EIM000-2520;OP23
1592;20250326.069;0;0;EIM000-2520;OP23
1591;20250326.068;0;0;EIM000-2520;OP23
1590;20250326.066;0;0;EIM000-2520;OP23
1589;20250326.065;0;0;EIM000-2520;OP23
1588;20250326.062;0;0;EIM000-2520;OP23
1587;20250326.060;0;0;EIM000-2520;OP23
1586;20250326.059;0;0;EIM000-2520;OP23
1585;20250326.058;0;0;EIM000-2520;OP23
1584;20250326.056;0;0;EIM000-2520;OP23
1583;20250326.055;0;0;EIM000-2520;OP23
1582;20250326.053;0;0;EIM000-2520;OP23
1581;20250326.052;0;0;EIM000-2520;OP23
1580;20250326.050;0;0;EIM000-2520;OP23
1579;20250326.048;0;0;EIM000-2520;OP23
1578;20250326.047;0;0;EIM000-2520;OP23
1577;20250326.046;0;0;EIM000-2520;OP23
1576;20250326.043;0;0;EIM000-2520;OP23
1575;20250326.041;0;0;EIM000-2520;OP23
1574;20250326.027;0;0;EIM000-2520;OP23
1573;20250326.024;0;0;EIM000-2520;OP23
1572;20250326.023;0;0;EIM000-2520;OP23
1571;20250326.021;0;0;EIM000-2520;OP23
1570;20250326.020;0;0;EIM000-2520;OP23
1569;20250326.019;0;0;EIM000-2520;OP23
1568;20250326.018;0;0;EIM000-2520;OP23
1567;20250326.017;0;0;EIM000-2520;OP23
1566;20250326.016;0;0;EIM000-2520;OP23
1565;20250326.015;0;0;EIM000-2520;OP23
1564;20250326.014;0;0;EIM000-2520;OP23
1563;20250326.013;0;0;EIM000-2520;OP23
1562;20250326.011;0;0;EIM000-2520;OP23
1561;20250326.010;0;0;EIM000-2520;OP23
1560;20250325.112;0;0;EIM000-2620;OP23
1559;20250325.110;0;0;EIM000-2620;OP23
1558;20250325.107;0;0;EIM000-2620;OP23
1557;20250325.106;0;0;EIM000-2620;OP23
1556;20250325.104;0;0;EIM000-2620;OP23
1555;20250325.103;0;0;EIM000-2620;OP23
1554;20250325.102;0;0;EIM000-2620;OP23
1553;20250325.101;0;0;EIM000-2620;OP23
1552;20250325.100;0;0;EIM000-2620;OP23
1551;20250325.099;0;0;EIM000-2620;OP23
1550;20250325.097;0;0;EIM000-2620;OP23
1549;20250325.095;0;0;EIM000-2620;OP23
1548;20250325.094;0;0;EIM000-2620;OP23
1547;20250325.093;0;0;EIM000-2620;OP23
1546;20250325.092;0;0;EIM000-2620;OP23
1545;20250325.091;0;0;EIM000-2620;OP23
1543;20250325.088;0;0;EIM000-2620;OP23
1542;20250325.080;0;0;EIM000-2620;OP23
1541;20250325.079;0;0;EIM000-2620;OP23
1540;20250325.078;0;0;EIM000-2620;OP23
1539;20250325.077;0;0;EIM000-2620;OP23
1538;20250325.076;0;0;EIM000-2620;OP23
1537;20250325.074;0;0;EIM000-2620;OP23
1536;20250325.073;0;0;EIM000-2620;OP23
1535;20250325.072;0;0;EIM000-2620;OP23
1534;20250325.066;0;0;EJM006-2520;OP23
1533;20250325.065;0;0;EJM006-2520;OP23
1530;20250325.058;0;0;EIM000-2520;OP23
1529;20250325.057;0;0;EIM000-2520;OP23
1528;20250325.055;0;0;EIM000-2520;OP23
1527;20250325.054;0;0;EIM000-2520;OP23
1526;20250325.052;0;0;EIM000-2520;OP23
1525;20250325.048;0;0;EIM000-2520;OP23
1524;20250325.046;0;0;EIM000-2520;OP23
1522;20250325.042;0;0;EIM000-2520;OP23
1521;20250325.041;0;0;EIM000-2520;OP23
1520;20250325.040;0;0;EIM000-2520;OP23
1519;20250325.039;0;0;EIM000-2520;OP23
1518;20250325.037;0;0;EIM000-2520;OP23
1517;20250325.034;0;0;EIM000-2520;OP23
1516;20250325.033;0;0;EIM000-2520;OP23
1515;20250325.032;0;0;EIM000-2520;OP23
1514;20250325.031;0;0;EIM000-2520;OP23
1513;20250325.027;0;0;EIM000-2520;OP23
1512;20250325.026;0;0;EIM000-2520;OP23
1511;20250325.021;0;0;EIM000-2520;OP23
1510;20250325.016;0;0;EIM000-2520;OP23
1509;20250325.015;0;0;EIM000-2520;OP23
1508;20250325.014;0;0;EIM000-2520;OP23
1507;20250325.013;0;0;EIM000-2520;OP23
1506;20250325.012;0;0;EIM000-2520;OP23
1505;20250325.011;0;0;EIM000-2520;OP23
1504;20250325.010;0;0;EIM000-2520;OP23
1503;20250325.009;0;0;EIM000-2520;OP23
1502;20250325.008;0;0;EIM000-2520;OP23
1501;20250320.086;0;0;EIM000-2520;OP23
1500;20250320.084;0;0;EIM000-2520;OP23
1499;20250320.083;0;0;EIM000-2520;OP23
1496;20250320.076;0;0;EIM000-2520;OP23
1495;20250320.073;0;0;EIM000-2520;OP23
1494;20250320.072;0;0;EIM000-2520;OP23
1493;20250320.069;0;0;EIM000-2520;OP23
1492;20250320.064;0;0;EIM000-2520;OP23
1491;20250320.063;0;0;EIM000-2520;OP23
1490;20250320.061;0;0;EIM000-2520;OP23
1489;20250320.060;0;0;EIM000-2520;OP23
1488;20250320.058;0;0;EIM000-2520;OP23
1487;20250320.057;0;0;EIM000-2520;OP23
1486;20250320.054;0;0;EIM000-2520;OP23
1485;20250320.049;0;0;KJM002-2600;OP23
1484;20250320.045;0;0;KJM002-2600;OP23
1483;20250320.044;0;0;KJM002-2600;OP23
1482;20250320.038;0;0;KJM002-2600;OP23
1481;20250320.037;0;0;KJM002-2600;OP23
1480;20250320.036;0;0;KJM002-2600;OP23
1479;20250320.033;0;0;KJM002-2600;OP23
1478;20250319.087;0;0;EIM000-2620;OP23
1477;20250319.086;0;0;EIM000-2620;OP23
1476;20250319.085;0;0;EIM000-2620;OP23
1475;20250319.083;0;0;EIM000-2620;OP23
1474;20250319.081;0;0;EIM000-2620;OP23
1473;20250319.079;0;0;EIM000-2620;OP23
1472;20250319.078;0;0;EIM000-2620;OP23
1471;20250319.077;0;0;EIM000-2620;OP23
1470;20250319.076;0;0;EIM000-2620;OP23
1469;20250319.075;0;0;EIM000-2620;OP23
1468;20250319.074;0;0;EIM000-2620;OP23
1467;20250319.073;0;0;EIM000-2620;OP23
1466;20250319.072;0;0;EIM000-2620;OP23
1465;20250319.070;0;0;EIM000-2620;OP23
1464;20250319.069;0;0;EIM000-2620;OP23
1463;20250319.067;0;0;EIM000-2620;OP23
1462;20250319.065;0;0;EIM000-2620;OP23
1461;20250319.064;0;0;EIM000-2620;OP23
1460;20250319.063;0;0;EIM000-2620;OP23
1459;20250319.062;0;0;EIM000-2620;OP23
1457;20250319.043;0;0;KJM008-2620;OP23
1456;20250319.026;0;0;KJM008-2620;OP23
1455;20250319.024;0;0;KJM008-2620;OP23
1454;20250318.071;0;0;EIM000-1800;OP23
1453;20250318.070;0;0;EIM000-1800;OP23
1452;20250318.067;0;0;EIM000-1800;OP23
1448;20250318.063;0;0;EIM000-1800;OP23
1447;20250318.060;0;0;EIM000-1800;OP23
1446;20250318.059;0;0;EIM000-1800;OP23
1445;20250318.058;0;0;EIM000-1800;OP23
1444;20250318.042;0;0;KNM000-2620;OP23
1443;20250318.041;0;0;KNM000-2525;OP23
1442;20250318.037;0;0;KNM000-2620;OP23
1441;20250318.035;0;0;KNM000-2620;OP23
1440;20250318.024;0;0;KNM000-2525;OP23
1439;20250313.081;0;0;EIM000-2620;OP23
1438;20250313.078;0;0;EIM000-2620;OP23
1437;20250313.076;0;0;EIM000-2620;OP23
1436;20250313.074;0;0;EIM000-2620;OP23
1435;20250313.072;0;0;EIM000-2620;OP23
1434;20250313.070;0;0;EIM000-2620;OP23
1433;20250313.068;0;0;EIM000-2620;OP23
1432;20250313.057;0;0;EIM000-2620;OP23
1431;20250313.054;0;0;EIM000-2620;OP23
1430;20250313.052;0;0;EIM000-2620;OP23
1429;20250313.050;0;0;EIM000-2620;OP23
1428;20250313.048;0;0;EIM000-2620;OP23
1427;20250313.046;0;0;EIM000-2620;OP23
1426;20250313.044;0;0;EIM000-2620;OP23
1424;20250313.040;0;0;EIM000-2620;OP23
1423;20250313.037;0;0;EIM000-2620;OP23
1422;20250313.036;0;0;EIM000-2620;OP23
1421;20250313.033;0;0;EIM000-2620;OP23
1420;20250313.032;0;0;EIM000-2620;OP23
1419;20250313.031;0;0;EIM000-2620;OP23
1418;20250313.027;0;0;EIM000-2620;OP23
1417;20250313.026;0;0;EIM000-2620;OP23
1416;20250313.025;0;0;EIM000-2620;OP23
1415;20250313.022;0;0;EIM000-2620;OP23
1414;20250313.021;0;0;EIM000-2620;OP23
1405;20250313.011;0;0;EIM000-2520;OP23
1403;20250313.008;0;0;EIM000-2520;OP23
1402;20250313.007;0;0;EIM000-2520;OP23
1401;20250312.121;0;0;FTM000-2620;OP23
1400;20250312.119;0;0;FTM000-2620;OP23
1399;20250312.117;0;0;FTM000-2620;OP23
1398;20250312.116;0;0;FTM000-2620;OP23
1397;20250312.114;0;0;FTM000-2620;OP23
1396;20250312.112;0;0;FTM000-2620;OP23
1395;20250312.107;0;0;FTM000-2620;OP23
1394;20250312.103;0;0;FTM000-2620;OP23
1393;20250312.101;0;0;FTM000-2620;OP23
1392;20250312.099;0;0;FTM000-2620;OP23
1391;20250312.097;0;0;FTM000-2620;OP23
1390;20250312.095;0;0;FTM000-2620;OP23
1389;20250312.091;0;0;FTM000-2620;OP23
1388;20250312.089;0;0;FTM000-2620;OP23
1387;20250312.087;0;0;FTM000-2620;OP23
1386;20250312.083;0;0;FTM000-2620;OP23
1385;20250312.075;0;0;FTM000-2620;OP23
1384;20250312.073;0;0;FTM000-2620;OP23
1383;20250312.072;0;0;FTM000-2620;OP23
1382;20250312.071;0;0;FTM000-2620;OP23
1381;20250312.068;0;0;KJM008-2520;OP23
1380;20250312.067;0;0;KJM008-2520;OP23
1379;20250312.063;0;0;KJM008-2520;OP23
1378;20250312.061;0;0;KJM008-2620;OP23
1377;20250312.060;0;0;KJM008-2520;OP23
1376;20250312.058;0;0;KJM008-2620;OP23
1375;20250312.057;0;0;KJM008-2620;OP23
1374;20250312.056;0;0;KJM008-2520;OP23
1373;20250312.055;0;0;KJM008-2520;OP23
1372;20250312.054;0;0;KJM008-2620;OP23
1371;20250312.051;0;0;KJM008-2520;OP23
1370;20250312.050;0;0;KJM008-2520;OP23
1369;20250312.049;0;0;KJM008-2520;OP23
1368;20250312.048;0;0;KJM008-2620;OP23
1367;20250312.046;0;0;KJM008-2520;OP23
1366;20250312.042;0;0;KJM008-2520;OP23
1365;20250312.039;0;0;KJM008-2520;OP23
1364;20250312.033;0;0;KJM008-2520;OP23
1363;20250312.032;0;0;KJM008-2520;OP23
1362;20250312.020;0;0;KJM008-2520;OP23
1361;20250312.019;0;0;KJM008-2520;OP23
1360;20250311.082;0;0;KJM008-2620;OP23
1359;20250311.081;0;0;KJM008-2620;OP23
1358;20250311.080;0;0;KJM008-2620;OP23
1357;20250311.079;0;0;KJM008-2620;OP23
1356;20250311.078;0;0;KJM008-2620;OP23
1355;20250311.075;0;0;KJM008-2620;OP23
1354;20250311.072;0;0;KJM008-2620;OP23
1353;20250311.071;0;0;KJM008-2620;OP23
1352;20250311.069;0;0;KJM008-2620;OP23
1351;20250311.067;0;0;KJM008-2620;OP23
1350;20250311.064;0;0;KJM008-2620;OP23
