;LP;campaign;configuration;dischargeID;plunge;V_limit_failure;V_limit_failure_yn;V_limit_change;R_limit_failure;R_limit_failure_yn;numberOfFailureIndicators;Failed;ne;std_ne;Te;std_Te
7204;50209;OP23;KTM000+2590;20250424.026;9.0;1.0;True;True;0.9823440643863179;True;3;True;;;;
7202;50209;OP23;KTM000+2590;20250424.026;5.0;1.0;True;True;0.982262534643487;True;3;True;;;;
7196;50209;OP23;KTM000+2590;20250424.031;5.0;1.0;True;True;0.9821635511664232;True;3;True;;;;
7163;50209;OP23;KTM000+2590;20250424.024;7.0;1.0;True;True;0.9798944458406634;True;3;True;;;;
435;50209;OP22;EIM000+2420;20241128.042;10.6;1.0;True;True;0.9798883805118407;True;3;True;;;;
487;50209;OP22;EIM000+2450;20241128.042;10.6;1.0;True;True;0.9798883805118407;True;3;True;;;;
7188;50209;OP23;KTM000+2590;20250424.029;11.0;1.0;True;True;0.9797470905335282;True;3;True;;;;
7164;50209;OP23;KTM000+2590;20250424.024;9.0;1.0;True;True;0.9773892071148629;True;3;True;;;;
7151;50209;OP23;KTM000+2590;20250424.036;11.0;1.0;True;True;0.9773869346733668;True;3;True;;;;
3012;50209;OP22;EIM000+2720;20241205.059;5.5;1.0;True;True;0.9773104593248478;True;3;True;;;;
7168;50209;OP23;KTM000+2590;20250424.033;7.0;1.0;True;True;0.9772784396521389;True;3;True;;;;
367;50209;OP22;EHM001+2520;20241105.053;8.8;1.0;True;True;0.9771673387096774;True;3;True;9.5399e+20;4.023e+19;10.47;2.96
7149;50209;OP23;KTM000+2590;20250424.036;7.0;1.0;True;True;0.9748781590714968;True;3;True;;;;
7186;50209;OP23;KTM000+2590;20250424.029;7.0;1.0;True;True;0.974817426340972;True;3;True;;;;
7195;50209;OP23;KTM000+2590;20250424.031;3.0;1.0;True;True;0.9748110831234257;True;3;True;;;;
7197;50209;OP23;KTM000+2590;20250424.031;7.0;1.0;True;True;0.9747835715723777;True;3;True;;;;
3424;50209;OP22;FNM001+2520;20241205.051;3.5;0.9879781420765027;True;True;0.9747624553818309;True;3;True;;;;
3391;50209;OP22;FNM001+2520;20241205.044;7.5;0.9774436090225563;True;True;0.974744679780651;True;3;True;;;;
7184;50209;OP23;KTM000+2590;20250424.029;3.0;1.0;True;True;0.9723254645906579;True;3;True;;;;
7158;50209;OP23;KTM000+2590;20250424.030;7.0;1.0;True;True;0.9722963783811011;True;3;True;;;;
7160;50209;OP23;KTM000+2590;20250424.030;11.0;1.0;True;True;0.969811320754717;True;3;True;;;;
7194;50209;OP23;KTM000+2590;20250424.034;13.0;1.0;True;True;0.9697457030857373;True;3;True;;;;
4950;50209;OP23;EIM000+2520;20250408.045;13.0;0.9888143176733781;True;True;0.9697259240633643;True;3;True;;;;
7192;50209;OP23;KTM000+2590;20250424.034;9.0;1.0;True;True;0.9672758395005789;True;3;True;;;;
1610;50209;OP22;EIM000+2520;20241106.019;19.0;1.0;True;True;0.9648470848189625;True;3;True;;;;
7199;50209;OP23;KTM000+2590;20250424.031;11.0;1.0;True;True;0.9648470848189625;True;3;True;;;;
3009;50209;OP22;EIM000+2720;20241205.056;1.5;1.0;True;True;0.964756158873806;True;3;True;;;;
3014;50209;OP22;EIM000+2720;20241205.057;1.5;1.0;True;True;0.9647348827849884;True;3;True;;;;
7187;50209;OP23;KTM000+2590;20250424.029;9.0;1.0;True;True;0.964625850340136;True;3;True;;;;
4946;50209;OP23;EIM000+2520;20250408.045;5.0;0.9920063948840927;True;True;0.9622328388232336;True;3;True;1e+21;5.392e+19;11.71;
7171;50209;OP23;KTM000+2590;20250424.025;3.0;1.0;True;True;0.9621509928434634;True;3;True;;;;
4919;50209;OP23;EIM000+2520;20250408.044;7.0;1.0;True;True;0.962126546625088;True;3;True;;;;
7193;50209;OP23;KTM000+2590;20250424.034;11.0;1.0;True;True;0.9621113011975445;True;3;True;;;;
7200;50209;OP23;KTM000+2590;20250424.031;13.0;1.0;True;True;0.9598373412319896;True;3;True;;;;
7189;50209;OP23;KTM000+2590;20250424.034;3.0;1.0;True;True;0.9596762029262407;True;3;True;;;;
7191;50209;OP23;KTM000+2590;20250424.034;7.0;1.0;True;True;0.9596213875742624;True;3;True;;;;
347;50209;OP22;EHM001+2520;20241105.044;1.0;1.0;True;True;0.9595436727309278;True;3;True;;;;
7185;50209;OP23;KTM000+2590;20250424.029;5.0;1.0;True;True;0.957286432160804;True;3;True;;;;
3408;50209;OP22;FNM001+2520;20241205.048;3.5;0.9656862745098039;True;True;0.9571385451252641;True;3;True;;;;
7190;50209;OP23;KTM000+2590;20250424.034;5.0;1.0;True;True;0.9570709612481128;True;3;True;;;;
3390;50209;OP22;FNM001+2520;20241205.044;5.5;1.0;True;True;0.9547304426468372;True;3;True;;;;
417;50209;OP22;EIM000+2420;20241128.039;10.6;1.0;True;True;0.9497335880164873;True;3;True;;;;
4948;50209;OP23;EIM000+2520;20250408.045;9.0;0.9815225424981523;True;True;0.9497285340840539;True;3;True;1e+21;4.778e+19;10.6;
2264;50209;OP22;EIM000+2520;20241105.031;11.6;1.0;True;True;0.9496381182147166;True;3;True;;;;
3011;50209;OP22;EIM000+2720;20241205.059;1.5;1.0;True;True;0.9494218200100553;True;3;True;;;;
3389;50209;OP22;FNM001+2520;20241205.044;3.5;1.0;True;True;0.9471540627514079;True;3;True;;;;
3423;50209;OP22;FNM001+2520;20241205.051;1.5;0.9386503067484663;True;True;0.9471514054407402;True;3;True;;;;
355;50209;OP22;EHM001+2520;20241105.046;1.0;1.0;True;True;0.9471354559629798;True;3;True;;;;
413;50209;OP22;EIM000+2420;20241128.035;10.6;1.0;True;True;0.9447319499572928;True;3;True;;;;
3392;50209;OP22;FNM001+2520;20241205.044;9.5;0.9296028880866426;True;True;0.9445477854305967;True;3;True;;;;
349;50209;OP22;EHM001+2520;20241105.048;1.0;1.0;True;True;0.9420610571845295;True;3;True;1e+21;3.761685e+22;1.33;99.72
2265;50209;OP22;EIM000+2520;20241105.031;14.7;1.0;True;True;0.9420523138832998;True;3;True;1e+21;7.393e+19;11.73;
350;50209;OP22;EHM001+2520;20241105.048;4.5;1.0;True;True;0.9419932585400211;True;3;True;1e+21;1.90794e+21;33.11;211.02
3396;50209;OP22;FNM001+2520;20241205.045;3.5;0.9468599033816425;True;True;0.9396057527909082;True;3;True;;;;
4918;50209;OP23;EIM000+2520;20250408.044;5.0;0.9993569131832798;True;True;0.9394366197183098;True;3;True;;;;
1702;50209;OP22;EIM000+2520;20241128.036;8.6;1.0;True;True;0.9394289735598673;True;3;True;;;;
3018;50209;OP22;EIM000+2720;20241205.058;1.5;1.0;True;True;0.9393939393939394;True;3;True;;;;
2284;50209;OP22;EIM000+2520;20241105.032;11.6;1.0;True;True;0.9345531315974666;True;3;True;1e+21;5.126e+19;12.11;
2366;50209;OP22;EIM000+2520;20241105.034;2.0;1.0;True;True;0.934463333668645;True;3;True;0.0;;22.66;5432.91
4944;50209;OP23;EIM000+2520;20250408.045;1.0;1.0;True;True;0.9344600372214678;True;3;True;;;;
3394;50209;OP22;FNM001+2520;20241205.044;13.5;0.9478021978021978;True;True;0.932045671746894;True;3;True;;;;
2290;50209;OP22;EIM000+2520;20241105.037;14.7;1.0;True;True;0.9320148953301127;True;3;True;1e+21;8.692e+19;12.21;
2270;50209;OP22;EIM000+2520;20241105.030;14.7;1.0;True;True;0.9319963811821471;True;3;True;1e+21;6.049e+19;12.34;
4949;50209;OP23;EIM000+2520;20250408.045;11.0;0.9827727645611156;True;True;0.9295236178882238;True;3;True;;;;
2362;50209;OP22;EIM000+2520;20241105.033;5.0;1.0;True;True;0.9294726788317499;True;3;True;;;;
7182;50209;OP23;KTM000+2590;20250424.037;7.0;1.0;True;True;0.9294200563834072;True;3;True;;;;
351;50209;OP22;EHM001+2520;20241105.048;6.8;1.0;True;True;0.9293579365478405;True;3;True;4.4652e+20;2.344497e+22;5.65;589.97
3407;50209;OP22;FNM001+2520;20241205.048;1.5;0.919093851132686;True;True;0.9269801357807392;True;3;True;;;;
6635;50209;OP23;KJM008+2520;20250402.023;4.0;1.0;True;True;0.9269360438786293;True;3;True;;;;
4951;50209;OP23;EIM000+2520;20250408.045;14.0;0.9738675958188153;True;True;0.9268439841118206;True;3;True;1e+21;5.269e+19;10.39;
1698;50209;OP22;EIM000+2520;20241128.033;8.6;1.0;True;True;0.9244390783781065;True;3;True;;;;
3395;50209;OP22;FNM001+2520;20241205.045;1.5;0.9209726443768997;True;True;0.9243300316758007;True;3;True;;;;
4947;50209;OP23;EIM000+2520;20250408.045;7.0;0.9825072886297376;True;True;0.9242957746478874;True;3;True;1e+21;4.697e+19;11.44;
2283;50209;OP22;EIM000+2520;20241105.032;8.3;1.0;True;True;0.9242881577623503;True;3;True;;;;
6637;50209;OP23;KJM008+2520;20250402.023;10.0;1.0;True;True;0.9219512195121952;True;3;True;;;;
341;50209;OP22;EHM001+2520;20241105.049;4.82;1.0;True;True;0.9219433687069356;True;3;True;9.3999e+20;1.498758e+22;1.01;32.09
2285;50209;OP22;EIM000+2520;20241105.032;14.7;1.0;True;True;0.9219119496855346;True;3;True;8.236299999999999e+20;1.7082e+20;200.0;114.24
2286;50209;OP22;EIM000+2520;20241105.037;2.0;1.0;True;True;0.9218812877263581;True;3;True;7.0413e+20;1.4527000000000002e+20;200.0;114.01
343;50209;OP22;EHM001+2520;20241105.049;8.82;1.0;True;True;0.9218742144688553;True;3;True;8.3154e+20;1.38264e+21;55.17;54.44
3007;50209;OP22;EIM000+2720;20241205.055;1.5;1.0;True;True;0.9218663582885012;True;3;True;;;;
2365;50209;OP22;EIM000+2520;20241105.033;14.7;1.0;True;True;0.9218231210383339;True;3;True;1e+21;7.838e+19;12.65;
2374;50209;OP22;EIM000+2520;20241105.038;11.6;1.0;True;True;0.9217728141664151;True;3;True;1e+21;7.634e+19;11.63;
2261;50209;OP22;EIM000+2520;20241105.031;2.0;1.0;True;True;0.9194164989939638;True;3;True;7.3098e+20;1.5834e+20;200.0;120.72
1692;50209;OP22;EIM000+2520;20241128.024;8.6;1.0;True;True;0.91939457937346;True;3;True;;;;
4916;50209;OP23;EIM000+2520;20250408.044;1.0;1.0;True;True;0.9193661971830986;True;3;True;1e+21;5.818e+19;12.79;2.64
2358;50209;OP22;EIM000+2520;20241105.036;8.3;1.0;True;True;0.9193645686708224;True;3;True;7.5562e+20;1.8085e+20;200.0;135.37
366;50209;OP22;EHM001+2520;20241105.053;6.8;1.0;True;True;0.9193564605329311;True;3;True;8.014900000000001e+20;4.7763e+20;53.69;19.44
2281;50209;OP22;EIM000+2520;20241105.032;2.0;1.0;True;True;0.9193158953722333;True;3;True;;;;
2375;50209;OP22;EIM000+2520;20241105.038;14.7;1.0;True;True;0.9192777749836544;True;3;True;8.2387e+20;2.6215e+20;200.0;175.88
2263;50209;OP22;EIM000+2520;20241105.031;8.3;1.0;True;True;0.9192518477550404;True;3;True;1e+21;7.668e+19;12.05;
3393;50209;OP22;FNM001+2520;20241205.044;11.5;0.9264931087289433;True;True;0.9192518477550404;True;3;True;;;;
2356;50209;OP22;EIM000+2520;20241105.036;2.0;1.0;True;True;0.919183796552244;True;3;True;7.717e+20;1.7292e+20;200.0;124.48
2304;50209;OP22;EIM000+2520;20241105.058;6.82;1.0;True;True;0.9170895934877644;True;3;True;;;;
2300;50209;OP22;EIM000+2520;20241105.041;14.7;1.0;True;True;0.916779805903354;True;3;True;4.6411e+20;1.5876e+20;200.0;185.69
2368;50209;OP22;EIM000+2520;20241105.034;8.3;1.0;True;True;0.9167211137357391;True;3;True;;;;
3016;50209;OP22;EIM000+2720;20241205.054;1.5;1.0;True;True;0.9166959931627369;True;3;True;;;;
6638;50209;OP23;KJM008+2520;20250402.023;13.0;1.0;True;True;0.9145084234347498;True;3;True;;;;
2269;50209;OP22;EIM000+2520;20241105.030;11.6;1.0;True;True;0.9143704746580853;True;3;True;7.363099999999999e+20;1.2101e+20;200.0;96.76
2306;50209;OP22;EIM000+2520;20241105.058;10.82;1.0;True;True;0.9143518518518519;True;3;True;;;;
2262;50209;OP22;EIM000+2520;20241105.031;5.0;1.0;True;True;0.9143072667840081;True;3;True;7.4541e+20;1.5851e+20;200.0;117.69
3420;50209;OP22;FNM001+2520;20241205.050;3.5;0.863013698630137;True;True;0.9143000753958281;True;3;True;;;;
2364;50209;OP22;EIM000+2520;20241105.033;11.6;1.0;True;True;0.9142900256526332;True;3;True;1e+21;;13.48;
2350;50209;OP22;EIM000+2520;20241105.039;14.7;0.9987834549878345;True;True;0.914261289349291;True;3;True;1e+21;1.8943e+20;12.58;1.42
3189;50209;OP22;FMM002+2520;20241205.009;7.5;0.9714285714285714;True;True;0.9142153165384422;True;3;True;;;;
2380;50209;OP22;EIM000+2520;20241105.040;14.7;1.0;True;True;0.9141980586430619;True;3;True;1e+21;8.924e+19;12.57;
7181;50209;OP23;KTM000+2590;20250424.037;5.0;1.0;True;True;0.9118372690196869;True;3;True;;;;
2373;50209;OP22;EIM000+2520;20241105.038;8.3;1.0;True;True;0.9118342302469447;True;3;True;7.9492e+20;2.0345e+20;200.0;142.15
4945;50209;OP23;EIM000+2520;20250408.045;3.0;0.9880647911338448;True;True;0.9117972442924671;True;3;True;;;;
2289;50209;OP22;EIM000+2520;20241105.037;11.6;1.0;True;True;0.911786881125911;True;3;True;9.8113e+20;7.043000000000001e+19;12.69;
4917;50209;OP23;EIM000+2520;20250408.044;3.0;0.9954710144927537;True;True;0.911761746654593;True;3;True;7.203300000000001e+20;1.1603e+20;200.0;92.87
2299;50209;OP22;EIM000+2520;20241105.041;11.6;1.0;True;True;0.9117336418045566;True;3;True;;;;
2294;50209;OP22;EIM000+2520;20241105.043;11.6;1.0;True;True;0.9116966710248416;True;3;True;7.7916e+20;2.5810000000000003e+20;200.0;183.23
364;50209;OP22;EHM001+2520;20241105.053;2.8;1.0;True;True;0.9094109954227655;True;3;True;1e+21;1.76392e+21;59.25;147.81
2268;50209;OP22;EIM000+2520;20241105.030;8.3;1.0;True;True;0.9092463170596813;True;3;True;6.0776e+20;9.382e+19;200.0;92.46
2370;50209;OP22;EIM000+2520;20241105.034;14.7;1.0;True;True;0.9092371901242018;True;3;True;;;;
2378;50209;OP22;EIM000+2520;20241105.040;8.3;1.0;True;True;0.9092280613527784;True;3;True;0.0;;21.84;736.46
3188;50209;OP22;FMM002+2520;20241205.009;3.5;0.9938884644766998;True;True;0.9092235696673879;True;3;True;;;;
340;50209;OP22;EHM001+2520;20241105.049;2.82;1.0;True;True;0.9092006640173047;True;3;True;1e+21;4.989277e+22;1.85;184.41
338;50209;OP22;EHM001+2520;20241105.052;10.82;1.0;True;True;0.9067638923811918;True;3;True;;;;
6783;50209;OP23;KJM008+2520;20250402.024;16.0;1.0;True;True;0.9067545139063522;True;3;True;;;;
7183;50209;OP23;KTM000+2590;20250424.037;9.0;1.0;True;True;0.9067451335445903;True;3;True;;;;
2344;50209;OP22;EIM000+2520;20241105.061;8.82;1.0;True;True;0.9045682730923694;True;3;True;8.163899999999999e+20;9.546e+19;200.0;60.86
6634;50209;OP23;KJM008+2520;20250402.023;1.0;1.0;True;True;0.9043692493338026;True;3;True;;;;
3416;50209;OP22;FNM001+2520;20241205.052;3.5;0.7773972602739726;True;True;0.9042783168267056;True;3;True;;;;
344;50209;OP22;EHM001+2520;20241105.050;0.8199999999999998;1.0;True;True;0.9042665460575908;True;3;True;;;;
2303;50209;OP22;EIM000+2520;20241105.058;4.82;1.0;True;True;0.9041729512317748;True;3;True;;;;
3190;50209;OP22;FMM002+2520;20241205.009;11.5;0.9957671957671957;True;True;0.9020149741219035;True;3;True;;;;
354;50209;OP22;EHM001+2520;20241105.047;6.8;1.0;True;True;0.9018108651911468;True;3;True;2.4068e+20;2.98208e+21;12.66;310.04
2363;50209;OP22;EIM000+2520;20241105.033;8.3;1.0;True;True;0.9016945743450495;True;3;True;6.287e+20;1.7627e+20;200.0;162.85
339;50209;OP22;EHM001+2520;20241105.049;0.8199999999999998;1.0;True;True;0.9016294508147255;True;3;True;9.6474e+20;5.4041999999999993e+20;56.34;16.08
2357;50209;OP22;EIM000+2520;20241105.036;5.0;1.0;True;True;0.9016137951837514;True;3;True;1e+21;1.1267e+20;13.25;
2348;50209;OP22;EIM000+2520;20241105.039;8.3;1.0;True;True;0.9016030956329464;True;3;True;6.1277e+20;1.3206e+20;200.0;119.8
7180;50209;OP23;KTM000+2590;20250424.037;3.0;1.0;True;True;0.8993406814635865;True;3;True;;;;
342;50209;OP22;EHM001+2520;20241105.049;6.82;1.0;True;True;0.899230266136741;True;3;True;6.8925e+20;2.00387e+21;2.52;14.6
2346;50209;OP22;EIM000+2520;20241105.039;2.0;1.0;True;True;0.8992205179783757;True;3;True;0.0;;21.71;1712.95
352;50209;OP22;EHM001+2520;20241105.047;1.0;1.0;True;True;0.8991499421558272;True;3;True;2.6064e+20;5.8925e+20;29.88;326.22
6782;50209;OP23;KJM008+2520;20250402.024;13.0;1.0;True;True;0.8991000955205872;True;3;True;;;;
1711;50209;OP22;EIM000+2520;20241128.029;8.6;1.0;True;True;0.8966349781198129;True;3;True;;;;
2361;50209;OP22;EIM000+2520;20241105.033;2.0;1.0;True;True;0.8966106808810218;True;3;True;5.1894000000000007e+20;1.4041e+20;200.0;157.53
2305;50209;OP22;EIM000+2520;20241105.058;8.82;1.0;True;True;0.8965967928417031;True;3;True;;;;
1845;50209;OP22;EIM000+2520;20241128.070;22.2;1.0;True;True;0.8942655935613683;True;3;True;;;;
6636;50209;OP23;KJM008+2520;20250402.023;7.0;1.0;True;True;0.894252526776286;True;3;True;;;;
2369;50209;OP22;EIM000+2520;20241105.034;11.6;1.0;True;True;0.8942389937106918;True;3;True;1e+21;;14.21;
6639;50209;OP23;KJM008+2520;20250402.023;16.0;1.0;True;True;0.8942259330047279;True;3;True;;;;
365;50209;OP22;EHM001+2520;20241105.053;4.8;1.0;True;True;0.8941673795984098;True;3;True;7.456e+20;2.57641e+21;1.93;13.3
2379;50209;OP22;EIM000+2520;20241105.040;11.6;1.0;True;True;0.894101674460703;True;3;True;1e+21;9.742e+19;12.03;
1701;50209;OP22;EIM000+2520;20241128.036;5.6;1.0;True;True;0.8917056486092249;True;3;True;;;;
3400;50209;OP22;FNM001+2520;20241205.047;3.5;0.8768233387358185;True;True;0.8915953699043785;True;3;True;;;;
2377;50209;OP22;EIM000+2520;20241105.040;5.0;1.0;True;True;0.8915941445746768;True;3;True;1e+21;1.0121e+20;12.37;
3415;50209;OP22;FNM001+2520;20241205.052;1.5;0.7948990435706695;True;True;0.8915832369069779;True;3;True;;;;
2288;50209;OP22;EIM000+2520;20241105.037;8.3;1.0;True;True;0.8915820174997485;True;3;True;;;;
3419;50209;OP22;FNM001+2520;20241205.050;1.5;0.8721174004192872;True;True;0.891553544494721;True;3;True;;;;
2372;50209;OP22;EIM000+2520;20241105.038;5.0;1.0;True;True;0.8915305353103795;True;3;True;1e+21;5.764e+19;12.61;
6762;50209;OP23;KJM008+2520;20250402.021;1.0;1.0;True;True;0.8893246844672399;True;3;True;;;;
1840;50209;OP22;EIM000+2520;20241128.070;12.2;1.0;True;True;0.8892129746039729;True;3;True;;;;
2297;50209;OP22;EIM000+2520;20241105.041;5.0;1.0;True;True;0.8891348088531187;True;3;True;7.0434e+20;1.5954e+20;200.0;126.59
2293;50209;OP22;EIM000+2520;20241105.043;8.3;1.0;True;True;0.8891068195534098;True;3;True;0.0;;26.2;3434.96
1697;50209;OP22;EIM000+2520;20241128.033;5.6;1.0;True;True;0.8890844185228015;True;3;True;;;;
2296;50209;OP22;EIM000+2520;20241105.041;2.0;1.0;True;True;0.8890732639412682;True;3;True;4.4458e+20;2.0541e+20;200.0;254.94
3388;50209;OP22;FNM001+2520;20241205.044;1.5;0.9983333333333333;True;True;0.8889559444779722;True;3;True;;;;
1700;50209;OP22;EIM000+2520;20241128.036;2.6;1.0;True;True;0.8866311236294135;True;3;True;;;;
2367;50209;OP22;EIM000+2520;20241105.034;5.0;1.0;True;True;0.886625421256476;True;3;True;1e+21;1.1976e+20;13.83;
2282;50209;OP22;EIM000+2520;20241105.032;5.0;0.9988571428571429;True;True;0.8865979381443299;True;3;True;1e+21;4.914e+19;12.76;
2301;50209;OP22;EIM000+2520;20241105.058;0.8199999999999998;1.0;True;True;0.8865761689291101;True;3;True;;;;
6778;50209;OP23;KJM008+2520;20250402.024;1.0;1.0;True;True;0.8865258924082453;True;3;True;;;;
3403;50209;OP22;FNM001+2520;20241205.046;1.5;0.8423423423423423;True;True;0.8864367584958778;True;3;True;;;;
337;50209;OP22;EHM001+2520;20241105.052;8.82;1.0;True;True;0.884418324291742;True;3;True;;;;
1841;50209;OP22;EIM000+2520;20241128.070;14.2;1.0;True;True;0.8842248139955761;True;3;True;;;;
3404;50209;OP22;FNM001+2520;20241205.046;3.5;0.871447902571042;True;True;0.884122114369059;True;3;True;;;;
2298;50209;OP22;EIM000+2520;20241105.041;8.3;1.0;True;True;0.8841009654062751;True;3;True;1e+21;8.094e+19;11.98;
6785;50209;OP23;KJM008+2520;20250402.024;20.0;1.0;True;True;0.8840543259557344;True;3;True;;;;
2347;50209;OP22;EIM000+2520;20241105.039;5.0;1.0;True;True;0.8840390224278387;True;3;True;;;;
353;50209;OP22;EHM001+2520;20241105.047;4.5;1.0;True;True;0.8840156925862589;True;3;True;1e+21;6.581e+20;9.72;32.99
2353;50209;OP22;EIM000+2520;20241105.035;8.3;1.0;True;True;0.8839595593783008;True;3;True;0.0;;25.23;552.79
1767;50209;OP22;EIM000+2520;20241128.040;8.6;1.0;True;True;0.8819214149331726;True;3;True;;;;
6779;50209;OP23;KJM008+2520;20250402.024;4.0;1.0;True;True;0.8815630657815329;True;3;True;;;;
2292;50209;OP22;EIM000+2520;20241105.043;5.0;1.0;True;True;0.8815273166314519;True;3;True;2.8139e+20;8.526e+19;200.0;181.9
3399;50209;OP22;FNM001+2520;20241205.047;1.5;0.823021582733813;True;True;0.8790683635997787;True;3;True;;;;
3411;50209;OP22;FNM001+2520;20241205.049;1.5;0.8307692307692308;True;True;0.8790407722085365;True;3;True;;;;
2360;50209;OP22;EIM000+2520;20241105.036;14.7;1.0;True;True;0.8789844142785319;True;3;True;7.3682e+20;2.4251e+20;200.0;151.85
2313;50209;OP22;EIM000+2520;20241105.062;0.8199999999999998;1.0;True;True;0.8765972431834188;True;3;True;1e+21;4.229e+19;11.35;
2371;50209;OP22;EIM000+2520;20241105.038;2.0;1.0;True;True;0.8765841882920942;True;3;True;0.0;;28.87;537.89
1838;50209;OP22;EIM000+2520;20241128.070;8.2;1.0;True;True;0.8765214767126044;True;3;True;;;;
1710;50209;OP22;EIM000+2520;20241128.029;5.6;1.0;True;True;0.8764954257565095;True;3;True;;;;
2376;50209;OP22;EIM000+2520;20241105.040;2.0;1.0;True;True;0.8764842020527269;True;3;True;5.5738e+20;1.3491e+20;200.0;137.24
2355;50209;OP22;EIM000+2520;20241105.035;14.7;1.0;True;True;0.8763762505655824;True;3;True;;;;
2295;50209;OP22;EIM000+2520;20241105.043;14.7;0.9975786924939467;True;True;0.8742845667235666;True;3;True;5.2639e+20;5.092e+19;200.0;42.21
1842;50209;OP22;EIM000+2520;20241128.070;16.2;1.0;True;True;0.8741072326727694;True;3;True;;;;
2392;50209;OP22;EIM000+2520;20241105.067;6.8;1.0;True;True;0.8740189172871805;True;3;True;;;;
1709;50209;OP22;EIM000+2520;20241128.029;2.6;0.9983739837398374;True;True;0.873962681687874;True;3;True;;;;
