;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
370;20250401.040;1;0;EIM000+2614;OP23
369;20250401.039;1;0;EIM000+2614;OP23
368;20250401.038;1;0;EIM000+2614;OP23
363;20250401.027;1;0;EIM000+2614;OP23
346;20250319.050;1;0;KJM008-2620;OP23
334;20250318.066;1;0;EIM000-1800;OP23
333;20250318.065;1;0;EIM000-1800;OP23
127;20241211.026;1;0;AIM000+2520;OP22
126;20241211.025;1;0;AIM000+2520;OP22
93;20241203.076;1;0;EIM000+2614;OP22
92;20241203.069;1;0;EIM000+2614;OP22
91;20241203.065;1;0;EIM000+2614;OP22
87;20241203.057;1;0;EIM000+2520;OP22
86;20241203.054;1;0;EIM000+2520;OP22
53;20241112.080;1;0;EIM000+2614;OP22
52;20241112.078;1;0;EIM000+2614;OP22
51;20241112.077;1;0;EIM000+2614;OP22
50;20241112.076;1;0;EIM000+2614;OP22
49;20241112.075;1;0;EIM000+2614;OP22
48;20241112.073;1;0;EIM000+2614;OP22
