;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
163;20241023.036;0;0;EIM000+2520;OP22
159;20241023.031;0;0;EIM000+2520;OP22
150;20241023.016;0;0;EIM000+2520;OP22
147;20241022.063;0;0;FTM004+2520;OP22
146;20241022.062;0;0;FTM004+2520;OP22
145;20241022.061;0;0;FTM004+2520;OP22
144;20241022.059;0;0;FTM004+2520;OP22
143;20241022.058;0;0;FTM004+2520;OP22
142;20241022.057;0;0;FTM004+2520;OP22
141;20241022.056;0;0;FTM004+2520;OP22
140;20241022.055;0;0;FTM004+2520;OP22
139;20241022.054;0;0;FTM004+2520;OP22
138;20241022.051;0;0;FTM004+2520;OP22
137;20241022.050;0;0;FTM004+2520;OP22
136;20241022.049;0;0;FTM004+2520;OP22
135;20241022.048;0;0;FTM004+2520;OP22
134;20241022.047;0;0;FTM004+2520;OP22
133;20241022.046;0;0;FTM004+2520;OP22
132;20241022.044;0;0;FTM004+2520;OP22
131;20241022.028;0;0;FTM004+2520;OP22
130;20241022.027;0;0;FTM004+2520;OP22
129;20241022.026;0;0;FTM004+2520;OP22
128;20241022.025;0;0;FTM004+2520;OP22
127;20241022.023;0;0;FTM004+2520;OP22
126;20241022.020;0;0;FTM004+2520;OP22
125;20241022.016;0;0;FTM004+2520;OP22
124;20241022.009;0;0;FTM004+2520;OP22
123;20241022.008;0;0;FTM004+2520;OP22
122;20241017.053;0;0;KJM008+2520;OP22
121;20241017.050;0;0;KJM008+2520;OP22
120;20241017.049;0;0;KJM008+2520;OP22
119;20241017.047;0;0;KJM008+2520;OP22
118;20241017.010;0;0;KJM008+2520;OP22
117;20241017.007;0;0;KJM008+2520;OP22
116;20241017.005;0;0;KJM008+2520;OP22
115;20241017.004;0;0;KJM008+2520;OP22
114;20241016.078;0;0;KJM008+2520;OP22
113;20241016.074;0;0;KJM008+2520;OP22
112;20241016.071;0;0;KJM008+2520;OP22
111;20241016.063;0;0;KJM008+2520;OP22
110;20241016.055;0;0;KJM008+2520;OP22
109;20241016.054;0;0;KJM008+2520;OP22
108;20241016.053;0;0;KJM008+2520;OP22
107;20241016.021;0;0;KJM008+2520;OP22
106;20241015.073;0;0;EIM000+2520;OP22
105;20241015.071;0;0;EIM000+2520;OP22
104;20241015.070;0;0;EIM000+2520;OP22
103;20241015.069;0;0;EIM000+2520;OP22
102;20241015.065;0;0;EIM000+2520;OP22
101;20241015.062;0;0;EIM000+2520;OP22
100;20241015.056;0;0;EIM000+2520;OP22
99;20241015.045;0;0;EIM000+2520;OP22
98;20241015.044;0;0;EIM000+2520;OP22
71;20241009.056;0;0;KJM008+2520;OP22
68;20241009.036;0;0;KJM008+2520;OP22
60;20241008.060;0;0;EIM000+2520;OP22
59;20241008.058;0;0;EIM000+2520;OP22
58;20241008.057;0;0;EIM000+2520;OP22
57;20241008.056;0;0;EIM000+2520;OP22
56;20241008.052;0;0;EIM000+2520;OP22
55;20241008.050;0;0;EIM000+2520;OP22
54;20241008.049;0;0;EIM000+2520;OP22
52;20241008.047;0;0;EIM000+2520;OP22
51;20241008.044;0;0;EIM000+2520;OP22
50;20241008.040;0;0;EIM000+2520;OP22
31;20241001.004;0;0;KJM001+2650;OP22
30;20240926.049;0;0;EIM000+2520;OP22
28;20240926.046;0;0;EIM000+2520;OP22
27;20240926.040;0;0;EIM000+2520;OP22
26;20240926.039;0;0;EIM000+2520;OP22
25;20240926.038;0;0;EIM000+2520;OP22
24;20240926.037;0;0;EIM000+2520;OP22
23;20240926.036;0;0;EIM000+2520;OP22
22;20240926.034;0;0;EIM000+2520;OP22
21;20240926.031;0;0;EIM000+2520;OP22
20;20240926.024;0;0;EIM000+2520;OP22
17;20240926.012;0;0;EIM000+2520;OP22
15;20240926.009;0;0;EIM000+2520;OP22
9;20240925.058;0;0;EJM007+2520;OP22
8;20240925.056;0;0;EJM007+2520;OP22
7;20240925.055;0;0;EJM007+2520;OP22
6;20240925.054;0;0;EJM007+2520;OP22
5;20240925.053;0;0;EJM007+2520;OP22
4;20240925.051;0;0;EIM000+2520;OP22
3;20240924.083;0;0;EIM000+1800;OP22
2;20240924.081;0;0;EIM000+1800;OP22
1;20240917.037;0;0;EIM000+2520;OP22
0;20240917.034;0;0;EIM000+2520;OP22
