;LP;campaign;configuration;dischargeID;plunge;V_limit_failure;V_limit_failure_yn;V_limit_change;R_limit_failure;R_limit_failure_yn;numberOfFailureIndicators;ne;std_ne;Te;std_Te
565;50209;OP23;DBM000+2520;20250401.074;6.4;0.11214953271028037;True;True;0.04023537695518785;True;3;7.46e+18;5e+16;30.94;0.44
521;50209;OP23;DBM000+2520;20250401.083;6.0;0.03333333333333333;True;True;0.03021618903971845;True;3;4.3e+18;3e+16;32.15;0.41
201;50209;OP22;FTM004+2520;20241113.062;0.5;0.011494252873563218;False;True;0.16868681788462506;True;2;;;;
61;50209;OP22;FTM004+2520;20241113.068;2.0;0.011111111111111112;False;True;0.16111194892675815;True;2;;;;
63;50209;OP22;FTM004+2520;20241113.068;6.0;0.0;False;True;0.14355390185036201;True;2;;;;
64;50209;OP22;FTM004+2520;20241113.068;8.0;0.011627906976744186;False;True;0.14353922701914862;True;2;;;;
538;50209;OP23;DBM000+2520;20250401.084;4.0;0.011627906976744186;False;True;0.14100437339767757;True;2;3.35e+18;2e+16;17.31;0.14
150;50209;OP22;FTM004+2520;20241022.023;3.0;0.02127659574468085;False;True;0.1409811320754717;True;2;;;;
56;50209;OP22;FTM004+2520;20241113.071;0.5;0.011111111111111112;False;True;0.1407035175879397;True;2;;;;
578;50209;OP23;DBM000+2520;20250401.060;9.9;0.011111111111111112;False;True;0.13603218506411868;True;2;4.43e+18;1e+16;22.81;0.14
210;50209;OP22;FTM004+2520;20241113.064;2.0;0.021739130434782608;False;True;0.13602978166817586;True;2;;;;
231;50209;OP22;FTM004+2520;20241022.009;2.0;0.010101010101010102;False;True;0.13350442834138487;True;2;;;;
35;50209;OP22;FTM004+2520;20241113.070;2.0;0.010869565217391304;False;True;0.12844129045246364;True;2;;;;
4;50209;OP22;DBM000+2520;20241106.051;6.7;0.012048192771084338;False;True;0.12839332394932637;True;2;3.87e+18;2e+16;16.47;0.17
534;50209;OP23;DBM000+2520;20250401.079;4.0;0.012048192771084338;False;True;0.125930022119445;True;2;3.01e+18;2e+16;17.41;0.17
69;50209;OP22;FTM004+2520;20241113.067;14.0;0.011494252873563218;False;True;0.12334757476752953;True;2;;;;
