;LP;campaign;configuration;dischargeID;plunge;V_limit_failure;V_limit_failure_yn;V_limit_change;R_limit_failure;R_limit_failure_yn;numberOfFailureIndicators;ne;std_ne;Te;std_Te
1380;50209;OP22;EIM000+2520;20241128.049;8.6;1.0;False;True;0.6902152051488335;False;3;;;;
1191;50209;OP22;EIM000+2520;20241106.021;5.0;1.0;False;True;0.6900678903696253;False;3;;;;
1910;50209;OP22;EIM000+2520;20241105.030;2.0;0.7431192660550459;False;True;0.6891470529068597;False;3;3.7547e+20;5.82e+18;200.0;7.59
1412;50209;OP22;EIM000+2520;20241128.061;9.0;0.9822866344605475;False;True;0.6870063886513406;False;3;;;;
1171;50209;OP22;EIM000+2520;20241106.018;7.0;1.0;False;True;0.6827208285154089;False;3;;;;
1161;50209;OP22;EIM000+2520;20241106.015;11.0;1.0;False;True;0.6801367108966626;False;3;;;;
1352;50209;OP22;EIM000+2520;20241106.022;9.0;1.0;False;True;0.6775945293644409;False;3;;;;
1172;50209;OP22;EIM000+2520;20241106.018;9.0;1.0;False;True;0.6725681520973745;False;3;;;;
1978;50209;OP22;EIM000+2520;20241105.065;11.8;1.0;False;True;0.6700341777241656;False;3;1e+21;;15.32;
1895;50209;OP22;EIM000+2520;20241105.027;5.0;0.6792452830188679;False;True;0.6610382431277954;False;3;3.2068e+20;4.53e+18;200.0;8.21
1922;50209;OP22;EIM000+2520;20241105.028;8.3;0.6909090909090909;False;True;0.6460239268121042;False;3;2.5860000000000003e+20;3.27e+18;200.0;6.56
1924;50209;OP22;EIM000+2520;20241105.028;14.7;0.6565656565656566;False;True;0.6365191146881287;False;3;3.1528e+20;5.45e+18;200.0;8.39
1194;50209;OP22;EIM000+2520;20241106.021;11.0;1.0;False;True;0.6347034260703326;False;3;;;;
1173;50209;OP22;EIM000+2520;20241106.018;11.0;1.0;False;True;0.6321850641186825;False;3;;;;
1917;50209;OP22;EIM000+2520;20241105.029;8.3;0.6238532110091743;False;True;0.6292027380712704;False;3;2.8776e+20;8.779999999999999e+18;200.0;11.69
1202;50209;OP22;EIM000+2520;20241106.021;27.0;1.0;False;True;0.6272439281942978;False;3;;;;
1918;50209;OP22;EIM000+2520;20241105.029;11.6;0.660377358490566;False;True;0.6188512222110452;False;3;2.9282e+20;5.24e+18;200.0;7.62
1203;50209;OP22;EIM000+2520;20241106.021;29.0;1.0;False;True;0.614545637314033;False;3;;;;
1199;50209;OP22;EIM000+2520;20241106.021;21.0;1.0;False;True;0.6130653266331658;False;3;;;;
1195;50209;OP22;EIM000+2520;20241106.021;13.0;1.0;False;True;0.612161754350669;False;3;;;;
1192;50209;OP22;EIM000+2520;20241106.021;7.0;1.0;False;True;0.6120724346076458;False;3;;;;
1197;50209;OP22;EIM000+2520;20241106.021;17.0;1.0;False;True;0.6120693990445059;False;3;;;;
