;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
485;20250401.061;3;3;DBM000+2520;OP23
337;20250226.074;3;3;DBM000-2520;OP23
220;20241211.075;3;3;DIR001+2520;OP22
218;20241211.072;3;3;DIR001+2520;OP22
217;20241211.071;3;3;DIR001+2520;OP22
205;20241211.042;3;3;AIM000+2520;OP22
204;20241211.041;3;3;AIM000+2520;OP22
203;20241211.039;3;3;AIM000+2520;OP22
202;20241211.038;3;3;AIM000+2520;OP22
201;20241211.037;3;3;AIM000+2520;OP22
199;20241211.035;3;3;AIM000+2520;OP22
196;20241211.032;3;3;AIM000+2520;OP22
195;20241211.031;3;3;AIM000+2520;OP22
194;20241211.030;3;3;AIM000+2520;OP22
193;20241211.029;3;3;AIM000+2520;OP22
797;20250507.007;1;3;EIM000+2520;OP23
796;20250507.006;1;3;EIM000+2520;OP23
495;20250401.076;3;2;DBM000+2520;OP23
489;20250401.068;3;2;DBM000+2520;OP23
488;20250401.066;3;2;DBM000+2520;OP23
486;20250401.063;3;2;DBM000+2520;OP23
315;20250226.038;3;2;DBM000-2520;OP23
273;20241212.060;3;2;EIM000+2520;OP22
269;20241212.056;3;2;EIM000+2520;OP22
264;20241212.051;3;2;EIM000+2520;OP22
233;20241212.016;3;2;EIM000+2520;OP22
210;20241211.051;3;2;DIR001+2520;OP22
209;20241211.049;3;2;DIR001+2520;OP22
208;20241211.048;3;2;DIR001+2520;OP22
207;20241211.047;3;2;DIR001+2520;OP22
206;20241211.046;3;2;DIR001+2520;OP22
96;20241127.009;3;2;EIM000+2520;OP22
20;20241029.037;3;2;DIR001+2520;OP22
119;20241203.007;2;2;EIM000+2520;OP22
14;20241023.040;2;2;EIM000+2520;OP22
892;20250508.099;1;2;EIM000+2520;OP23
887;20250508.094;1;2;EIM000+2520;OP23
885;20250508.092;1;2;EIM000+2520;OP23
883;20250508.089;1;2;EIM000+2520;OP23
880;20250508.086;1;2;EIM000+2520;OP23
874;20250508.080;1;2;EIM000+2520;OP23
864;20250508.070;1;2;EIM000+2520;OP23
801;20250507.018;1;2;EIM000+2520;OP23
636;20250424.050;1;2;EIM000+2614;OP23
15;20241023.042;1;2;EIM000+2520;OP22
501;20250401.084;3;1;DBM000+2520;OP23
500;20250401.083;3;1;DBM000+2520;OP23
499;20250401.081;3;1;DBM000+2520;OP23
487;20250401.065;3;1;DBM000+2520;OP23
479;20250401.050;3;1;DBM000+2520;OP23
330;20250226.060;3;1;DBM000-2520;OP23
318;20250226.041;3;1;DBM000-2520;OP23
190;20241211.025;3;1;AIM000+2520;OP22
126;20241203.064;3;1;EIM000+2614;OP22
95;20241127.008;3;1;EIM000+2520;OP22
53;20241112.056;3;1;EKM006+2620;OP22
7;20241001.055;2;1;KJM008+2520;OP22
306;20250218.085;1;1;EIM000-2520;OP23
72;20241112.081;1;1;EIM000+2614;OP22
10;20241010.022;1;1;EJM013+2620;OP22
533;20250409.027;2;0;DBM000+2520;OP23
512;20250408.032;2;0;DAM005+1800;OP23
511;20250408.025;2;0;DAM005+1800;OP23
497;20250401.079;2;0;DBM000+2520;OP23
494;20250401.075;2;0;DBM000+2520;OP23
493;20250401.074;2;0;DBM000+2520;OP23
484;20250401.060;2;0;DBM000+2520;OP23
483;20250401.057;2;0;DBM000+2520;OP23
482;20250401.056;2;0;DBM000+2520;OP23
481;20250401.054;2;0;DBM000+2520;OP23
480;20250401.053;2;0;DBM000+2520;OP23
463;20250327.068;2;0;EIM000-1800;OP23
421;20250318.066;2;0;EIM000-1800;OP23
420;20250318.065;2;0;EIM000-1800;OP23
244;20241212.028;2;0;EIM000+2520;OP22
191;20241211.026;2;0;AIM000+2520;OP22
133;20241203.080;2;0;EIM000+2614;OP22
127;20241203.065;2;0;EIM000+2614;OP22
124;20241203.060;2;0;EIM000+2614;OP22
60;20241112.065;2;0;EJM013+2620;OP22
57;20241112.062;2;0;EJM013+2620;OP22
43;20241106.057;2;0;DBM000+2520;OP22
42;20241106.056;2;0;DBM000+2520;OP22
41;20241106.055;2;0;DBM000+2520;OP22
40;20241106.054;2;0;DBM000+2520;OP22
39;20241106.053;2;0;DBM000+2520;OP22
38;20241106.052;2;0;DBM000+2520;OP22
36;20241106.050;2;0;DBM000+2520;OP22
26;20241106.036;2;0;ECM003+2520;OP22
19;20241029.028;2;0;DIR001+2520;OP22
8;20241009.060;2;0;KJM008+2520;OP22
517;20250408.073;1;0;EIM000+2520;OP23
516;20250408.071;1;0;EIM000+2520;OP23
515;20250408.069;1;0;EIM000+2520;OP23
514;20250408.051;1;0;EIM000+2520;OP23
503;20250402.051;1;0;KJM008+2520;OP23
476;20250401.040;1;0;EIM000+2614;OP23
475;20250401.039;1;0;EIM000+2614;OP23
474;20250401.038;1;0;EIM000+2614;OP23
470;20250401.033;1;0;EIM000+2614;OP23
467;20250401.027;1;0;EIM000+2614;OP23
466;20250401.026;1;0;EIM000+2614;OP23
436;20250319.050;1;0;KJM008-2620;OP23
410;20250313.043;1;0;EIM000-2620;OP23
188;20241210.091;1;0;EIM000+2520;OP22
134;20241203.081;1;0;EIM000+2614;OP22
132;20241203.076;1;0;EIM000+2614;OP22
131;20241203.074;1;0;EIM000+2614;OP22
130;20241203.073;1;0;EIM000+2614;OP22
129;20241203.069;1;0;EIM000+2614;OP22
128;20241203.067;1;0;EIM000+2614;OP22
123;20241203.057;1;0;EIM000+2520;OP22
122;20241203.054;1;0;EIM000+2520;OP22
121;20241203.036;1;0;EIM000+2520;OP22
120;20241203.035;1;0;EIM000+2520;OP22
71;20241112.080;1;0;EIM000+2614;OP22
70;20241112.078;1;0;EIM000+2614;OP22
69;20241112.077;1;0;EIM000+2614;OP22
68;20241112.076;1;0;EIM000+2614;OP22
67;20241112.075;1;0;EIM000+2614;OP22
66;20241112.074;1;0;EIM000+2614;OP22
65;20241112.073;1;0;EIM000+2614;OP22
64;20241112.072;1;0;EIM000+2614;OP22
63;20241112.071;1;0;EIM000+2614;OP22
62;20241112.069;1;0;EIM000+2614;OP22
61;20241112.068;1;0;EIM000+2614;OP22
59;20241112.064;1;0;EJM013+2620;OP22
58;20241112.063;1;0;EJM013+2620;OP22
56;20241112.061;1;0;EJM013+2620;OP22
55;20241112.060;1;0;EKM004+2620;OP22
54;20241112.059;1;0;EKM004+2620;OP22
52;20241112.055;1;0;EKM006+2620;OP22
48;20241112.023;1;0;KJM008+2620;OP22
47;20241112.021;1;0;KJM008+2620;OP22
46;20241112.017;1;0;KJM008+2620;OP22
45;20241112.013;1;0;KJM008+2620;OP22
37;20241106.051;1;0;DBM000+2520;OP22
24;20241105.057;1;0;EIM000+2520;OP22
23;20241105.055;1;0;EIM000+2520;OP22
22;20241105.054;1;0;EHM001+2520;OP22
21;20241105.052;1;0;EHM001+2520;OP22
17;20241029.020;1;0;XIM001+2485;OP22
13;20241023.034;1;0;EIM000+2520;OP22
9;20241010.020;1;0;EJM013+2620;OP22
901;20250515.049;0;0;EIM000+2520;OP23
900;20250513.045;0;0;EIM000+2520;OP23
899;20250513.039;0;0;EIM000+2520;OP23
898;20250513.038;0;0;EIM000+2520;OP23
897;20250513.036;0;0;EIM000+2520;OP23
896;20250513.035;0;0;EIM000+2520;OP23
895;20250513.031;0;0;EIM000+2520;OP23
894;20250513.019;0;0;EIM000+2520;OP23
893;20250513.018;0;0;EIM000+2520;OP23
888;20250508.095;0;0;EIM000+2520;OP23
858;20250508.063;0;0;EIM000+2520;OP23
857;20250508.060;0;0;KJM008+2520;OP23
856;20250508.059;0;0;KJM008+2520;OP23
855;20250508.058;0;0;KJM008+2520;OP23
854;20250508.056;0;0;KJM008+2520;OP23
853;20250508.055;0;0;KJM008+2520;OP23
852;20250508.054;0;0;KJM008+2520;OP23
851;20250508.053;0;0;KJM008+2520;OP23
850;20250508.052;0;0;KJM008+2520;OP23
849;20250508.051;0;0;KJM008+2520;OP23
848;20250508.050;0;0;KJM008+2520;OP23
847;20250508.049;0;0;KJM008+2520;OP23
846;20250508.048;0;0;KJM008+2520;OP23
845;20250508.047;0;0;KJM008+2520;OP23
844;20250508.046;0;0;KJM008+2520;OP23
843;20250508.045;0;0;KJM008+2520;OP23
842;20250508.044;0;0;KJM008+2520;OP23
841;20250508.043;0;0;KJM008+2520;OP23
840;20250508.042;0;0;KJM008+2520;OP23
839;20250508.041;0;0;KJM008+2520;OP23
838;20250508.040;0;0;KJM008+2520;OP23
837;20250508.039;0;0;KJM008+2520;OP23
836;20250508.038;0;0;KJM008+2520;OP23
835;20250508.037;0;0;KJM008+2520;OP23
834;20250508.036;0;0;KJM008+2520;OP23
833;20250508.035;0;0;KJM008+2520;OP23
832;20250508.034;0;0;KJM008+2520;OP23
831;20250508.033;0;0;KJM008+2520;OP23
830;20250508.032;0;0;KJM008+2520;OP23
829;20250508.031;0;0;KJM008+2520;OP23
828;20250508.030;0;0;KJM008+2520;OP23
827;20250508.029;0;0;KJM008+2520;OP23
826;20250508.028;0;0;KJM008+2520;OP23
825;20250508.026;0;0;KJM008+2520;OP23
824;20250508.025;0;0;KJM008+2520;OP23
823;20250508.024;0;0;KJM008+2520;OP23
822;20250508.023;0;0;KJM008+2520;OP23
821;20250508.022;0;0;KJM008+2520;OP23
820;20250508.021;0;0;KJM008+2520;OP23
819;20250508.020;0;0;KJM008+2520;OP23
818;20250508.019;0;0;KJM008+2520;OP23
817;20250508.018;0;0;KJM008+2520;OP23
816;20250508.017;0;0;KJM008+2520;OP23
815;20250508.016;0;0;KJM008+2520;OP23
814;20250508.015;0;0;KJM008+2520;OP23
813;20250508.014;0;0;KJM008+2520;OP23
812;20250508.013;0;0;KJM008+2520;OP23
811;20250508.011;0;0;KJM008+2520;OP23
810;20250508.010;0;0;KJM008+2520;OP23
809;20250508.009;0;0;KJM008+2520;OP23
808;20250508.008;0;0;KJM008+2520;OP23
807;20250507.050;0;0;XIM001+2485;OP23
795;20250506.082;0;0;FTM000+2620;OP23
794;20250506.081;0;0;FTM000+2620;OP23
793;20250506.080;0;0;FTM000+2620;OP23
792;20250506.079;0;0;FTM000+2620;OP23
791;20250506.078;0;0;FTM000+2620;OP23
790;20250506.077;0;0;FTM000+2620;OP23
789;20250506.076;0;0;FTM000+2620;OP23
788;20250506.075;0;0;FTM000+2620;OP23
787;20250506.074;0;0;FTM000+2620;OP23
786;20250506.073;0;0;FTM000+2620;OP23
785;20250506.072;0;0;FTM000+2620;OP23
784;20250506.071;0;0;FTM000+2620;OP23
783;20250506.070;0;0;FTM000+2620;OP23
782;20250506.069;0;0;FTM000+2620;OP23
781;20250506.068;0;0;FTM000+2620;OP23
780;20250506.067;0;0;FTM000+2620;OP23
779;20250506.066;0;0;FTM000+2620;OP23
778;20250506.065;0;0;FTM000+2620;OP23
777;20250506.064;0;0;FTM000+2620;OP23
776;20250506.063;0;0;FTM004+2520;OP23
775;20250506.062;0;0;FTM004+2520;OP23
774;20250506.061;0;0;FTM004+2520;OP23
773;20250506.060;0;0;FTM004+2520;OP23
772;20250506.058;0;0;FTM004+2520;OP23
771;20250506.057;0;0;FTM004+2520;OP23
770;20250506.056;0;0;FTM004+2520;OP23
769;20250506.055;0;0;FTM004+2520;OP23
768;20250506.053;0;0;FTM004+2520;OP23
767;20250506.052;0;0;FTM004+2520;OP23
766;20250506.051;0;0;FTM004+2520;OP23
765;20250506.050;0;0;FTM004+2520;OP23
764;20250506.049;0;0;FTM004+2520;OP23
763;20250506.047;0;0;FTM000+2620;OP23
762;20250506.046;0;0;FTM000+2620;OP23
761;20250506.045;0;0;FTM000+2620;OP23
760;20250506.044;0;0;FTM000+2620;OP23
759;20250506.043;0;0;FTM000+2620;OP23
758;20250506.042;0;0;FTM000+2620;OP23
757;20250506.041;0;0;FTM000+2620;OP23
756;20250506.040;0;0;FTM000+2620;OP23
755;20250506.039;0;0;FTM000+2620;OP23
754;20250506.038;0;0;FTM000+2620;OP23
753;20250506.037;0;0;FTM000+2620;OP23
752;20250506.036;0;0;FTM000+2620;OP23
751;20250506.035;0;0;FTM000+2620;OP23
750;20250506.034;0;0;FTM000+2620;OP23
749;20250506.033;0;0;FTM000+2620;OP23
748;20250506.032;0;0;FTM004+2520;OP23
747;20250506.031;0;0;FTM004+2520;OP23
746;20250506.030;0;0;FTM004+2520;OP23
745;20250506.029;0;0;FTM004+2520;OP23
744;20250506.028;0;0;FTM004+2520;OP23
743;20250506.027;0;0;FTM004+2520;OP23
742;20250506.026;0;0;FTM004+2520;OP23
741;20250506.024;0;0;FTM004+2520;OP23
740;20250506.023;0;0;FTM004+2520;OP23
739;20250506.022;0;0;FTM004+2520;OP23
738;20250506.021;0;0;FTM004+2520;OP23
737;20250506.020;0;0;FTM004+2520;OP23
736;20250506.019;0;0;FTM004+2520;OP23
735;20250506.018;0;0;FTM004+2520;OP23
734;20250506.017;0;0;FTM004+2520;OP23
733;20250506.016;0;0;FTM004+2520;OP23
732;20250506.015;0;0;FTM004+2520;OP23
731;20250506.014;0;0;FTM004+2520;OP23
730;20250506.013;0;0;FTM004+2520;OP23
729;20250506.012;0;0;FTM004+2520;OP23
728;20250506.011;0;0;FTM004+2520;OP23
727;20250506.010;0;0;FTM004+2520;OP23
726;20250506.009;0;0;FTM004+2520;OP23
725;20250429.095;0;0;FTM004+2520;OP23
724;20250429.093;0;0;AIM000+2520;OP23
723;20250429.092;0;0;AIM000+2520;OP23
722;20250429.091;0;0;AIM000+2520;OP23
721;20250429.090;0;0;AIM000+2520;OP23
720;20250429.089;0;0;AIM000+2520;OP23
719;20250429.088;0;0;AIM000+2520;OP23
718;20250429.087;0;0;AIM000+2520;OP23
717;20250429.086;0;0;AIM000+2520;OP23
716;20250429.085;0;0;AIM000+2520;OP23
715;20250429.084;0;0;AIM000+2520;OP23
714;20250429.082;0;0;AIM000+2520;OP23
713;20250429.081;0;0;AIM000+2520;OP23
712;20250429.080;0;0;AIM000+2520;OP23
711;20250429.079;0;0;AIM000+2520;OP23
710;20250429.078;0;0;AIM000+2520;OP23
709;20250429.077;0;0;AIM000+2520;OP23
708;20250429.076;0;0;AIM000+2520;OP23
707;20250429.075;0;0;AIM000+2520;OP23
706;20250429.074;0;0;AIM000+2520;OP23
705;20250429.073;0;0;AIM000+2520;OP23
704;20250429.071;0;0;AIM000+2520;OP23
703;20250429.070;0;0;AIM000+2520;OP23
702;20250429.069;0;0;AIM000+2520;OP23
701;20250429.068;0;0;AIM000+2520;OP23
700;20250429.067;0;0;AIM000+2520;OP23
699;20250429.066;0;0;AIM000+2520;OP23
698;20250429.065;0;0;AIM000+2520;OP23
697;20250429.064;0;0;AIM000+2520;OP23
696;20250429.063;0;0;AIM000+2520;OP23
695;20250429.062;0;0;AIM000+2520;OP23
694;20250429.061;0;0;AIM000+2520;OP23
693;20250429.060;0;0;FTM004+2520;OP23
692;20250429.057;0;0;FTM004+2520;OP23
691;20250429.056;0;0;FTM004+2520;OP23
690;20250429.055;0;0;FTM004+2520;OP23
689;20250429.054;0;0;FTM004+2520;OP23
688;20250429.053;0;0;FTM004+2520;OP23
687;20250429.051;0;0;FTM004+2520;OP23
686;20250429.050;0;0;FTM004+2520;OP23
685;20250429.049;0;0;FTM004+2520;OP23
684;20250429.048;0;0;FTM004+2520;OP23
683;20250429.045;0;0;FTM004+2520;OP23
682;20250429.044;0;0;FTM004+2520;OP23
681;20250429.043;0;0;FTM004+2520;OP23
680;20250429.041;0;0;FTM004+2520;OP23
679;20250429.040;0;0;FTM004+2520;OP23
678;20250429.039;0;0;FTM004+2520;OP23
677;20250429.038;0;0;FTM004+2520;OP23
676;20250429.035;0;0;FTM004+2520;OP23
675;20250429.034;0;0;FTM004+2520;OP23
674;20250429.033;0;0;FTM004+2520;OP23
673;20250429.032;0;0;FTM004+2520;OP23
672;20250429.031;0;0;FTM004+2520;OP23
671;20250429.030;0;0;FTM004+2520;OP23
670;20250429.028;0;0;FTM004+2520;OP23
669;20250429.027;0;0;FTM004+2520;OP23
668;20250429.026;0;0;FTM004+2520;OP23
667;20250429.025;0;0;FTM004+2520;OP23
666;20250429.023;0;0;FTM004+2520;OP23
665;20250429.022;0;0;FTM004+2520;OP23
664;20250429.020;0;0;FTM004+2520;OP23
663;20250429.019;0;0;FTM004+2520;OP23
662;20250429.018;0;0;FTM004+2520;OP23
661;20250429.017;0;0;FTM004+2520;OP23
660;20250429.016;0;0;FTM004+2520;OP23
659;20250429.014;0;0;FTM004+2520;OP23
658;20250429.012;0;0;FTM004+2520;OP23
657;20250429.011;0;0;FTM004+2520;OP23
656;20250429.010;0;0;FTM004+2520;OP23
655;20250429.009;0;0;FTM004+2520;OP23
654;20250429.008;0;0;FTM004+2520;OP23
653;20250424.077;0;0;EIM000+2614;OP23
652;20250424.075;0;0;EIM000+2614;OP23
651;20250424.074;0;0;EIM000+2614;OP23
650;20250424.073;0;0;EIM000+2614;OP23
649;20250424.071;0;0;EIM000+2614;OP23
648;20250424.070;0;0;EIM000+2614;OP23
647;20250424.069;0;0;EIM000+2614;OP23
646;20250424.068;0;0;EIM000+2614;OP23
645;20250424.067;0;0;EIM000+2614;OP23
644;20250424.066;0;0;EIM000+2614;OP23
643;20250424.064;0;0;EIM000+2614;OP23
642;20250424.063;0;0;EIM000+2614;OP23
641;20250424.062;0;0;EIM000+2614;OP23
640;20250424.058;0;0;EIM000+2614;OP23
639;20250424.056;0;0;EIM000+2614;OP23
638;20250424.055;0;0;EIM000+2614;OP23
637;20250424.053;0;0;EIM000+2614;OP23
635;20250424.048;0;0;EIM000+2614;OP23
634;20250424.044;0;0;KTM000+2520;OP23
633;20250424.042;0;0;KTM000+2590;OP23
632;20250424.041;0;0;KTM000+2520;OP23
631;20250424.039;0;0;KTM000+2590;OP23
630;20250424.037;0;0;KTM000+2590;OP23
629;20250424.036;0;0;KTM000+2590;OP23
628;20250424.034;0;0;KTM000+2590;OP23
627;20250424.033;0;0;KTM000+2590;OP23
626;20250424.031;0;0;KTM000+2590;OP23
625;20250424.030;0;0;KTM000+2590;OP23
624;20250424.029;0;0;KTM000+2590;OP23
623;20250424.026;0;0;KTM000+2590;OP23
622;20250424.025;0;0;KTM000+2590;OP23
621;20250424.024;0;0;KTM000+2590;OP23
620;20250424.023;0;0;KTM000+2590;OP23
619;20250424.022;0;0;KTM000+2590;OP23
618;20250424.021;0;0;KTM000+2590;OP23
617;20250424.020;0;0;KTM000+2590;OP23
616;20250424.019;0;0;KTM000+2590;OP23
615;20250424.018;0;0;KTM000+2590;OP23
614;20250424.017;0;0;KTM000+2590;OP23
613;20250424.016;0;0;KTM000+2590;OP23
612;20250424.015;0;0;KTM000+2590;OP23
611;20250424.014;0;0;KTM000+2590;OP23
610;20250424.013;0;0;KTM000+2520;OP23
609;20250424.011;0;0;KTM000+2520;OP23
608;20250424.006;0;0;KTM000+2520;OP23
607;20250423.063;0;0;FTM004+2520;OP23
606;20250423.062;0;0;FTM004+2520;OP23
605;20250423.061;0;0;FTM004+2520;OP23
604;20250423.060;0;0;FTM004+2520;OP23
603;20250423.059;0;0;FTM004+2520;OP23
602;20250423.058;0;0;FTM004+2520;OP23
601;20250423.057;0;0;FTM004+2520;OP23
600;20250423.056;0;0;FTM004+2520;OP23
599;20250423.055;0;0;FTM004+2520;OP23
598;20250423.054;0;0;FTM004+2520;OP23
597;20250423.053;0;0;FTM004+2520;OP23
596;20250423.052;0;0;FTM004+2520;OP23
595;20250423.051;0;0;FTM004+2520;OP23
594;20250423.050;0;0;FTM004+2520;OP23
593;20250423.049;0;0;FTM004+2520;OP23
592;20250423.048;0;0;FTM004+2520;OP23
591;20250423.047;0;0;FTM004+2520;OP23
590;20250423.046;0;0;FTM004+2520;OP23
589;20250423.045;0;0;FTM004+2520;OP23
588;20250423.043;0;0;FTM004+2520;OP23
587;20250423.042;0;0;FTM004+2520;OP23
586;20250423.040;0;0;FTM004+2520;OP23
585;20250423.039;0;0;FTM004+2520;OP23
584;20250423.035;0;0;FTM004+2520;OP23
583;20250423.034;0;0;FTM004+2520;OP23
582;20250423.033;0;0;FTM004+2520;OP23
581;20250423.032;0;0;FTM004+2520;OP23
580;20250423.027;0;0;FTM004+1800;OP23
579;20250423.025;0;0;FTM004+1800;OP23
578;20250423.024;0;0;FTM004+1800;OP23
577;20250423.021;0;0;FMM002+1800;OP23
576;20250423.020;0;0;FMM002+1800;OP23
575;20250423.019;0;0;FMM002+1800;OP23
574;20250423.018;0;0;FMM002+1800;OP23
573;20250423.014;0;0;FMM002+1800;OP23
572;20250416.140;0;0;IKJ000+2520;OP23
571;20250416.125;0;0;IKJ000+2520;OP23
570;20250416.071;0;0;DKJ000+2520;OP23
569;20250416.061;0;0;DKJ000+2520;OP23
568;20250416.025;0;0;DKJ000+2520;OP23
567;20250415.045;0;0;XIM001+2485;OP23
566;20250409.090;0;0;EGM000+2520;OP23
565;20250409.087;0;0;EGM000+2520;OP23
564;20250409.076;0;0;EEM001+2520;OP23
563;20250409.075;0;0;EEM001+2520;OP23
562;20250409.069;0;0;DBM000+2520;OP23
561;20250409.068;0;0;DBM000+2520;OP23
560;20250409.063;0;0;DBM000+2520;OP23
559;20250409.062;0;0;DBM000+2520;OP23
558;20250409.061;0;0;DBM000+2520;OP23
557;20250409.058;0;0;DBM000+2520;OP23
556;20250409.057;0;0;DBM000+2520;OP23
555;20250409.056;0;0;DBM000+2520;OP23
554;20250409.054;0;0;DBM000+2520;OP23
553;20250409.053;0;0;DBM000+2520;OP23
552;20250409.050;0;0;DBM000+2520;OP23
551;20250409.048;0;0;DBM000+2520;OP23
550;20250409.047;0;0;DBM000+2520;OP23
549;20250409.046;0;0;DBM000+2520;OP23
548;20250409.045;0;0;DBM000+2520;OP23
547;20250409.043;0;0;DBM000+2520;OP23
546;20250409.042;0;0;DBM000+2520;OP23
545;20250409.041;0;0;DBM000+2520;OP23
544;20250409.040;0;0;DBM000+2520;OP23
543;20250409.039;0;0;DBM000+2520;OP23
542;20250409.038;0;0;DBM000+2520;OP23
541;20250409.036;0;0;DBM000+2520;OP23
540;20250409.035;0;0;DBM000+2520;OP23
539;20250409.033;0;0;DBM000+2520;OP23
538;20250409.032;0;0;DBM000+2520;OP23
537;20250409.031;0;0;DBM000+2520;OP23
536;20250409.030;0;0;DBM000+2520;OP23
535;20250409.029;0;0;DBM000+2520;OP23
534;20250409.028;0;0;DBM000+2520;OP23
532;20250409.026;0;0;DBM000+2520;OP23
531;20250409.025;0;0;DBM000+2520;OP23
530;20250409.024;0;0;DBM000+2520;OP23
529;20250409.023;0;0;DBM000+2520;OP23
528;20250409.022;0;0;DBM000+2520;OP23
527;20250409.021;0;0;DBM000+2520;OP23
526;20250409.018;0;0;DBM000+2520;OP23
525;20250409.017;0;0;DBM000+2520;OP23
524;20250409.016;0;0;DBM000+2520;OP23
523;20250409.015;0;0;ECM003+2520;OP23
522;20250409.012;0;0;ECM003+2520;OP23
521;20250409.011;0;0;ECM003+2520;OP23
520;20250409.009;0;0;ECM003+2520;OP23
519;20250409.008;0;0;ECM003+2520;OP23
518;20250409.007;0;0;ECM003+2520;OP23
513;20250408.035;0;0;DAM005+1800;OP23
510;20250402.094;0;0;KJM008+2620;OP23
509;20250402.091;0;0;KJM008+2620;OP23
508;20250402.084;0;0;KJM008+2620;OP23
507;20250402.076;0;0;KJM008+2620;OP23
506;20250402.065;0;0;KJM008+2520;OP23
505;20250402.063;0;0;KJM008+2520;OP23
504;20250402.060;0;0;KJM008+2520;OP23
478;20250401.049;0;0;DBM000+2520;OP23
477;20250401.045;0;0;DBM000+2520;OP23
473;20250401.037;0;0;EIM000+2614;OP23
472;20250401.036;0;0;EIM000+2614;OP23
471;20250401.035;0;0;EIM000+2614;OP23
469;20250401.031;0;0;EIM000+2614;OP23
468;20250401.030;0;0;EIM000+2614;OP23
465;20250401.025;0;0;EIM000+2614;OP23
464;20250327.069;0;0;EIM000-1800;OP23
462;20250327.065;0;0;EIM000-1800;OP23
461;20250327.029;0;0;FTM000-2620;OP23
460;20250327.025;0;0;FTM000-2620;OP23
459;20250327.020;0;0;FTM000-2620;OP23
458;20250327.018;0;0;FTM000-2620;OP23
457;20250326.113;0;0;KJM008-2520;OP23
456;20250326.111;0;0;KJM008-2620;OP23
